source,target,Edge Type,Unknown
HOXA10,EMX2,Repression,12482956;15126568;17350963
HOXA10,ID2,Activation,20565746
HOXA10,IGFBP1,Activation,15200677;20478621
HOXA10,IL11,Repression,20478621
HOXA10,IL15,Activation,20478621
HOXA10,KLF9,Repression,20463357
HOXA10,MYCN,Repression,21261500
HOXA10,PHGDH,Repression,19778996
HOXA10,SNAI1,Repression,16424022
HOXA10,TP53,Activation,21993662
HOXA9,ARHGEF1,Activation,17379095
HOXA9,ID2,Activation,20565746
HOXA9,MYCN,Activation,21261500
HOXA9,NFKB1,Repression,18068911
HOXA9,RELA,Repression,18068911
IRF1,BCL2,Repression,10918594
IRF1,CASP7,Activation,10918594
IRF1,CCNB1,Repression,22200613
IRF1,CCNE1,Repression,22200613
IRF1,CD40,Activation,18694960
IRF1,CDK1,Repression,22200613
IRF1,CDK2,Repression,22200613
IRF1,CDK4,Repression,22200613
IRF1,CDKN1A,Repression,12531694
IRF1,CEACAM1,Activation,21050451
IRF1,CIITA,Activation,10557076;11464288
IRF1,CXCL10,Activation,19342664
IRF1,CYBB,Activation,9593745
IRF1,DDX58,Activation,22391244
IRF1,DST,Repression,15560761
IRF1,E2F1,Repression,22200613
IRF1,EIF2AK2,Activation,8622878
IRF1,FOXP3,Repression,18641303
IRF1,HLA-A,Activation,19428110
IRF1,IFIT3,Activation,21056555
IRF1,IFNA1,Activation,12077266
IRF1,IFNA13,Activation,12077266
IRF1,IFNB1,Activation,8021262
IRF1,IFNG,Activation,13678429
IRF1,IL10,Activation,12817009
IRF1,IL27,Activation,17684041;20083668
IRF1,IRF2,Activation,9054665
IRF1,MYB,Repression,10739671
IRF1,NCF2,Activation,10570299
IRF1,PSMB9,Activation,18694960
IRF1,SOCS1,Activation,20644166
IRF1,SOCS2,Activation,22291912
IRF1,TAP1,Activation,18694960
IRF1,TNFSF10,Activation,21858676
CREG1,HSPA4,Repression,9710587
CREM,ACE,Activation,8901568
CREM,CCL4,Repression,16443828
CREM,CCNA2,Repression,9280058
CREM,CD247,Repression,16237091
CREM,CREB1,Repression,11988318
CREM,DUSP1,Repression,21325296
CREM,DUSP4,Repression,21325296
CREM,FASLG,Repression,11754361
CREM,FOS,Repression,21757709
CREM,G6PD,Repression,17273168
CREM,IL2,Repression,15841182
CREM,MC2R,Repression,17712720
CREM,SLC5A5,Repression,22510021
CRTC1,PPARGC1A,Activation,10893434
PPARGC1A,ALDOB,Activation,16891307
PPARGC1A,APOA5,Activation,16891307
PPARGC1A,APOC3,Activation,16891307
PPARGC1A,CYP7A1,Activation,16891307
PPARGC1A,MFN2,Activation,17828388
PPARGC1A,OTC,Activation,16891307
PPARGC1A,PCK2,Activation,16891307
CRX,BEST1,Activation,18849347
CRX,NR2E3,Activation,18294621
CRX,RBP3,Repression,15277472
CRX,RHO,Repression,15277472
CRX,RS1,Activation,18927113
NR2E3,RHO,Activation,19898638
CTBP1,BRCA1,Repression,20818429
CTBP1,BRCA2,Repression,18765668
CTBP1,CLDN7,Repression,19277896
PAX6,FABP7,Activation,22583899
PAX6,MET,Activation,19651775
PAX6,PCSK1,Activation,19034419
PAX6,PDHX,Repression,12783165
PAX6,PROX1,Activation,11554737
PAX6,SIX3,Activation,11554737
RB1,BRCA1,Repression,20068145
RB1,CDKN1A,Repression,9671466
RB1,DHFR,Repression,9671466
RB1,DNMT3A,Repression,22733537
RB1,E2F1,Repression,12460790;1534305;21602887;9326598;9400991;9671466
RB1,E2F2,Repression,9671466
RB1,E2F3,Repression,20428827
RB1,EBNA1BP2,Activation,22169551
RB1,FGFR1,Repression,19303924
RB1,FOS,Repression,1909121
RB1,MYC,Repression,10200487;9671466
RB1,PCNA,Repression,9671466
RB1,RB1,Repression,8264596
RB1,RBL1,Repression,9671466
RB1,SFTPD,Activation,11596110
RB1,TFDP1,Repression,8223441
RB1,VEGFA,Activation,16007189
CUX1,CYBB,Activation,14605447
CUX1,WNT5A,Activation,17227781;23359789
DACH1,FOS,Repression,17182846
DACH1,TNFSF11,Repression,17891780
DBP,ALDOB,Activation,8383844
DBP,CYP3A4,Activation,18004209
DBP,CYP7A1,Activation,8617210
DEAF1,HTR1A,Repression,14507979
DEK,BCL2,Activation,17685435
DEK,PRDX5,Repression,19229864
DENND4A,ERBB2,Repression,23421821
DLX3,CGA,Activation,22446105
DLX4,BRCA1,Repression,20877436
DLX5,IBSP,Activation,16000302
DLX5,IRS2,Activation,21045156
DLX5,MYC,Activation,19497851
MBD2,GSTP1,Repression,11960994;12543808;19856314
MBD2,NANOG,Repression,23255147
DNMT3A,CDH6,Repression,19070387
DNMT3A,IGFBP3,Repression,19070387
NR1I2,ABCB1,Activation,18540626
NR1I2,BCL2,Activation,16085054
NR1I2,BCL2L1,Activation,16085054
NR1I2,CCL2,Repression,22248096
NR1I2,CORO1C,Activation,21072196
NR1I2,CYP3A4,Activation,12601364;15269186;18540626;19232333;21342487
NR1I2,FGF19,Activation,17696253
NR1I2,FOSL1,Activation,21072196
NR1I2,IL10,Activation,22285937
NR1I2,KLF6,Activation,21072196
NR1I2,NFKB1,Repression,22248096
NR1I2,NOD1,Repression,14688115
NR1I2,NOD2,Repression,14688115
NR1I2,PTAFR,Activation,19703903
NR1I2,RAB3A,Activation,21072196
NR1I2,RELA,Repression,22248096
NR1I2,THBS1,Activation,21072196
NR1I2,THRSP,Activation,19437491
NR1I2,TNFRSF12A,Activation,21072196
NR1I2,UGT1A1,Activation,18172616
DUX4,HEY1,Activation,24278031
HEY1,ACTA2,Repression,18239137
HEY1,BMP2,Repression,21945409
HEY1,GATA4,Repression,16199874
HEY1,GATA6,Repression,16199874
HEY1,KDR,Repression,16782059;17028039;18694572
HEY1,OCLN,Activation,17028039
HEY1,PROX1,Repression,22719258
E2F1,ABCB1,Activation,23542036
E2F1,APAF1,Activation,12149244;12766778;17600109
E2F1,AR,Activation,21099103
E2F1,ASF1B,Activation,17328667
E2F1,ATG5,Activation,18408756
E2F1,ATM,Activation,12527885;22832221
E2F1,AURKA,Activation,20300951
E2F1,BBC3,Activation,17263886
E2F1,BCL2,Activation,11559537;12679318
E2F1,BIRC5,Repression,19102934
E2F1,BRCA1,Repression,20068145
E2F1,CASP7,Activation,12766778
E2F1,CCND1,Activation,20220142;20655656;8618861
E2F1,CCNE1,Activation,14618416;20220142;8618861
E2F1,CD2AP,Activation,22880102
E2F1,CDCA7,Activation,16580749
E2F1,CDK1,Activation,14618416
E2F1,CDKN1A,Activation,10030670
E2F1,CDKN2A,Activation,11705881;12695664;12766778;15716352;22621932
E2F1,CHEK2,Activation,15024084
E2F1,CTNNBIP1,Activation,21532622
E2F1,DAPK2,Activation,18521079
E2F1,DBF4,Activation,18503552
E2F1,DHFR,Activation,14618416
E2F1,DIRAS3,Repression,16158053;16638845;16757345;17230502
E2F1,DNMT1,Repression,24502362
E2F1,DRAM1,Activation,18408756
E2F1,DROSHA,Activation,24909689
E2F1,DUSP1,Activation,17638884
E2F1,E2F6,Activation,16107498
E2F1,ERCC1,Activation,22159227
E2F1,ERCC5,Activation,17893230
E2F1,ERICD,Repression,24168400
E2F1,ETV4,Activation,18687701
E2F1,FANCA,Activation,18438432
E2F1,FGFR1,Activation,19303924
E2F1,FHIT,Repression,15044096
E2F1,FOXM1,Activation,21518729
E2F1,FZD1,Activation,23806799
E2F1,H19,Activation,15985428
E2F1,HIC1,Activation,19491197
E2F1,HMGA1,Activation,22389255
E2F1,HSPA5,Repression,18840615
E2F1,IRF3,Repression,21225257;22464952
E2F1,ISYNA1,Activation,15464731
E2F1,KIF2C,Repression,18440323
E2F1,KIR3DL1,Activation,18358829
E2F1,LRBA,Activation,15064745
E2F1,MAP1LC3A,Activation,18408756
E2F1,MAP3K5,Activation,16476732;17287612
E2F1,MCL1,Repression,11705881
E2F1,MCPH1,Activation,22136275
E2F1,MDM2,Repression,20837136
E2F1,MEFV,Activation,20805247
E2F1,MT1G,Activation,15735762
E2F1,MUC4,Activation,22537161
E2F1,MYBL2,Activation,14618416;16299810
E2F1,MYC,Activation,11705881
E2F1,MYCN,Activation,14645238
E2F1,NOX4,Activation,18554521
E2F1,NPAT,Activation,12665581
E2F1,NRIP1,Activation,22629304
E2F1,PCNA,Activation,14618416
E2F1,PCSK6,Activation,17825503
E2F1,PDK4,Repression,21625432
E2F1,PLK1,Activation,24076372
E2F1,PNRC2,Repression,16181749
E2F1,PPARG,Activation,12110166
E2F1,PPP1R13B,Activation,15706352;21479363
E2F1,RASGEF1B,Activation,18396012
E2F1,RASGRP1,Activation,18396012
E2F1,RB1,Activation,8264596
E2F1,RBM38,Activation,22798430
E2F1,RRM1,Activation,14618416
E2F1,RRM2,Activation,19416980
E2F1,SERPINB5,Activation,20197383
E2F1,SERPINE1,Repression,11402043;11559366
E2F1,SIVA1,Activation,15105421
E2F1,SKP2,Activation,23352642
E2F1,TERT,Repression,21411498;22207128
E2F1,THBS1,Activation,20976175
E2F1,TLR3,Repression,22310660
E2F1,TNFSF11,Activation,18381203
E2F1,TOP2A,Activation,11313881
E2F1,TP53,Repression,8557038
E2F1,TP53BP2,Activation,15706352
E2F1,TP53INP1,Activation,15706352
E2F1,TP73,Activation,11115495;12766778;17980704
E2F1,TYMS,Activation,14618416;9748140
E2F1,UHRF1,Activation,12838312;15361834
E2F1,ULK1,Activation,18408756
E2F1,VEGFA,Repression,20639906
E2F1,WWOX,Repression,15044096
E2F1,XRCC1,Activation,19031698
ETV4,AGTR1,Activation,8206588
ETV4,CCND2,Activation,9339900
ETV4,CCND3,Activation,17467662
ETV4,ERBB2,Repression,10655108;15235125;16632435;17168666
ETV4,ETS1,Activation,8247540
ETV4,MMP14,Activation,15756447;18425363
ETV4,MMP7,Activation,11158322
ETV4,MUC4,Activation,15461591
ETV4,PTGS2,Activation,11274170
ETV4,TERT,Activation,14678994
ETV4,VIM,Activation,8895512
HIC1,ACKR3,Repression,23340301
HIC1,E2F1,Repression,19486893
HIC1,EPHA2,Repression,22184117
HIC1,LRP8,Repression,24076391
HIC1,MYC,Repression,24067369
HIC1,SIRT1,Repression,19525223;19649206
HIC1,STAT3,Activation,24067369
HIC1,VEGFA,Repression,24067369
HIC1,VLDLR,Repression,24076391
HMGA1,BRCA1,Repression,12640109;16007157
HMGA1,CD44,Activation,15901130
HMGA1,CDC25A,Activation,22249617
HMGA1,CDH1,Repression,22276142
HMGA1,INSR,Repression,17434141
HMGA1,KL,Activation,15378028
HMGA1,POU1F1,Activation,22199144
HMGA1,PTGS2,Activation,22898640
HMGA1,SLC2A3,Activation,22706202
HMGA1,TWIST1,Activation,22276142
HMGA1,XPA,Repression,17616660
IRF3,ABCC2,Activation,15185298
IRF3,CXCL10,Activation,18691624;24257594
IRF3,IFNA1,Activation,12242290
IRF3,IFNB1,Activation,12077266;17496231;23096996
IRF3,MAVS,Activation,18207245
IRF3,PURA,Repression,21062477
IRF3,SOCS2,Activation,22291912
MYBL2,MYC,Activation,1594249
MYCN,ABCB1,Repression,7923112
MYCN,ABCC1,Activation,10348353;14737110;7923112
MYCN,BAX,Activation,19885598
MYCN,BIRC5,Activation,22703967
MYCN,BMI1,Activation,21856782
MYCN,CD44,Activation,19885598
MYCN,CDKN1A,Activation,19885598
MYCN,CIITA,Repression,12107114
MYCN,CLU,Repression,23362253
MYCN,CTSD,Activation,18566016
MYCN,DKK3,Repression,18059033;21796614
MYCN,EFNB3,Activation,19885598
MYCN,GRHL1,Repression,24419085
MYCN,HDAC2,Activation,20697349
MYCN,LRRN3,Repression,21908575
MYCN,MCM10,Activation,17826980
MYCN,MCM2,Activation,17826980
MYCN,MCM3,Activation,17826980
MYCN,MCM4,Activation,17826980
MYCN,MCM5,Activation,17826980
MYCN,MCM6,Activation,17826980
MYCN,MCM7,Activation,17826980
MYCN,MCM8,Activation,17826980
MYCN,MXI1,Repression,24403858
MYCN,MYBL2,Activation,21304178
MYCN,NDRG1,Repression,11936845
MYCN,NES,Activation,15117961
MYCN,NGFR,Repression,21123453
MYCN,NTRK1,Repression,21123453
MYCN,SKP2,Repression,17495526
MYCN,TP53,Repression,21862876
MYCN,TP53INP1,Repression,17495526
NRIP1,SLC7A1,Activation,17056252
TP73,BBC3,Activation,17700533
TP73,CDKN1A,Activation,12841870;17700533
TP73,PMAIP1,Activation,17700533
TP73,TERT,Repression,16205639
UHRF1,ABCB1,Repression,20037778
UHRF1,PPARG,Repression,22286757
UHRF1,RB1,Activation,16007129
E2F4,BRCA1,Repression,17106239;20133863;21701264;23108140
E2F4,DIRAS3,Repression,16158053;16638845;16757345;17230502
E2F4,HCFC1,Activation,14532282
E2F4,PCLAF,Repression,23593430
E2F4,MCM10,Repression,15195143
E2F4,PLK1,Repression,17981789
E2F4,PPARG,Repression,12110166
E2F4,RAD51,Repression,20133863;21701264
E2F4,TOPBP1,Repression,15195143
E2F4,TTK,Repression,17981789
HCFC1,E2F1,Activation,17612494;19763085
HCFC1,E2F4,Repression,17612494
RAD51,SP1,Activation,18769160
E2F7,E2F1,Repression,18202719
E2F8,E2F1,Repression,18202719
E4F1,CCNA2,Repression,15805267
EAF1,ELL,Activation,16006523
ELL,BAX,Repression,15851483
ELL,CDKN1A,Repression,15851483
ELL,E2F1,Repression,24344198
ELL,MDM2,Repression,15851483
EAPP,ABCB1,Activation,23542036
EAPP,CDKN2A,Repression,15716352
EAPP,MAOB,Repression,20980443
EBF3,CDKN1A,Activation,19934318
EGR1,ABCB1,Activation,11488907;7565762
EGR1,ACE,Activation,12433834
EGR1,ALOX5,Repression,15517885
EGR1,AR,Repression,15517885
EGR1,ATF3,Activation,21205742
EGR1,BCAR1,Activation,22431919
EGR1,CCND1,Activation,11502738
EGR1,CDK5R1,Activation,15289351
EGR1,CDKN1A,Activation,12690110
EGR1,CHGA,Activation,12456801
EGR1,CXCL8,Repression,15517885
EGR1,CYP2B6,Activation,18303024
EGR1,EAPP,Activation,18588995
EGR1,EGFR,Activation,11830539
EGR1,EP300,Activation,18798221;20414733
EGR1,FAP,Repression,20515787
EGR1,FAS,Repression,9300687
EGR1,FCER2,Repression,9300687
EGR1,FGF2,Activation,8702507
EGR1,FN1,Activation,15608673;9933644
EGR1,GDF15,Activation,17715378
EGR1,HIF1A,Activation,18506761
EGR1,HPSE,Activation,15709168;16007175
EGR1,HSD11B2,Repression,15659537
EGR1,HYAL1,Activation,18718911
EGR1,IGF2,Activation,8634146
EGR1,IL3,Activation,8035792
EGR1,IL6,Repression,15517885
EGR1,KLK3,Repression,15517885
EGR1,LDLR,Activation,12235180
EGR1,LHB,Activation,10319325
EGR1,LMTK2,Activation,15289351
EGR1,MMP14,Activation,17158885
EGR1,MYB,Repression,7559553
EGR1,NAB2,Activation,16260776;20506119
EGR1,PCSK2,Activation,9359835
EGR1,PDGFB,Activation,16092976
EGR1,PDGFC,Activation,15247255
EGR1,PLAU,Activation,21283769
EGR1,PLAUR,Activation,21283769
EGR1,PTEN,Activation,17516844;20514024
EGR1,PTGES,Activation,21983014
EGR1,PTGS2,Repression,15517885
EGR1,RBL2,Activation,22431919
EGR1,SLC4A2,Activation,22228178
EGR1,SLC9A3,Activation,16464174
EGR1,SOD1,Activation,9867871
EGR1,STIM1,Activation,20123987
EGR1,SYN1,Activation,8195167
EGR1,TCF4,Activation,18798221
EGR1,TMPO,Activation,19747485
EGR1,TNF,Activation,10913190;14767560
EGR1,TNFSF10,Repression,17932312
EGR1,TP53,Activation,9242687
EGR1,UBE2S,Activation,18780286
EGR1,VEGFA,Repression,15517885
EGR1,WNT4,Repression,18281035
MYB,BCL2,Repression,20659323
MYB,CCNA1,Activation,10590070
MYB,CD4,Repression,11287612
MYB,CDO1,Activation,18033314
MYB,CLEC4G,Activation,19111020
MYB,COL1A1,Activation,9989795
MYB,COL1A2,Activation,9989795
MYB,CSF3R,Repression,7964503
MYB,GSTM1,Activation,14576818
MYB,ICAM1,Repression,21953443
MYB,IL15,Activation,11675351
MYB,IL7,Activation,11675351
MYB,KLF1,Activation,20686118
MYB,LCK,Activation,7970721
MYB,LMO2,Activation,20686118
MYB,MAT2A,Activation,11427482
MYB,MYC,Activation,1594249
MYB,TK1,Activation,1944282
MYB,WT1,Activation,18064385
NAB2,BCAR1,Activation,22431919
NAB2,RBL2,Activation,22431919
RBL2,BRCA1,Repression,17106239;21701264
RBL2,DNMT3B,Repression,24316981
RBL2,RAD51,Repression,21701264
TCF4,ABCB1,Activation,20459685
TCF4,CCND1,Activation,20459685
TCF4,CLEC4C,Activation,20483924
TCF4,CNTNAP2,Activation,22777675
TCF4,HECA,Repression,22100912
TCF4,MITF,Repression,21519923
TCF4,MYC,Activation,21533051
TCF4,NOTUM,Activation,18429952
TCF4,NRXN1,Activation,22777675
TCF4,PLD1,Activation,20442281
TCF4,PTEN,Repression,21132538
TCF4,VEGFA,Activation,15940626
TCF4,VIM,Activation,12750294
EGR2,FASLG,Repression,19651900
EGR2,SCD5,Repression,22510410
EGR3,CAT,Activation,1906159
EGR3,NAB2,Activation,20506119
EHF,DCDC2,Repression,22733135
EHF,SPRR1B,Activation,12682075
EHMT2,RUNX3,Activation,18850007
EHMT2,SIAH1,Repression,21847359
RUNX3,CAPN10,Activation,17956589
RUNX3,CASP2,Activation,17956589
RUNX3,CASP3,Activation,15930301;19290488
RUNX3,CASP7,Activation,15930301
RUNX3,CASP8,Activation,15930301
RUNX3,CCND1,Repression,15930301
RUNX3,CD36,Repression,16887969
RUNX3,CDKN1A,Activation,20599712
RUNX3,CFLAR,Repression,17956589
RUNX3,CLDN7,Activation,19706291
RUNX3,CLEC4G,Activation,19111020
RUNX3,DNASE1,Activation,17956589
RUNX3,FADD,Activation,17956589
RUNX3,HES1,Repression,19800882
RUNX3,HSPD1,Repression,17956589
RUNX3,ICAM3,Repression,22479382
RUNX3,ING1,Activation,17956589
RUNX3,ING4,Activation,17956589
RUNX3,JAG1,Repression,21637926
RUNX3,MMP9,Repression,21128246
RUNX3,MYC,Repression,20442291
RUNX3,PEA15,Repression,17956589
RUNX3,RUNX1,Repression,19403666
RUNX3,TCF4,Activation,24447505
RUNX3,TIAL1,Repression,17956589
RUNX3,TIMP1,Activation,21128246
RUNX3,TRAF6,Activation,17956589
RUNX3,TXN2,Repression,17956589
RUNX3,WNT4,Repression,22171134
ELF1,CD68,Activation,12676954
ELF1,FCER1A,Repression,11971001
ELF1,FLI1,Activation,19829305
ELF1,MEIS1,Activation,20600580
ELF1,TEK,Activation,19674970
FLI1,COL1A2,Repression,24058639
FLI1,ERG,Activation,21536859
FLI1,EYA3,Activation,22723308
FLI1,FLI1,Activation,19829305
FLI1,FOXM1,Activation,23365673
FLI1,GATA1,Activation,12724402
FLI1,GP6,Activation,12359731
FLI1,GP9,Activation,10194443;15466856
FLI1,ID2,Activation,12447693
FLI1,IGFBP3,Repression,15282325
FLI1,IL10,Activation,20879862
FLI1,MIR708,Repression,22723308
FLI1,MMP1,Repression,15972796
FLI1,MPL,Activation,15466856
FLI1,PHLDA1,Repression,22323082
FLI1,TERT,Activation,14678994
FLI1,TGFBR2,Repression,10508522
MEIS1,PF4,Activation,12609849;12732210
ELF2,TEK,Activation,10347098
ELF2,VCP,Activation,18544453
ELF3,KRT4,Repression,10773884
ELF3,MMP9,Repression,18302674
ELF3,SPRR1B,Activation,12682075
ELF3,SPRR2A,Activation,10773884
ELF3,TIMP3,Activation,12407165
ELF4,CXCL8,Repression,12438253
ELF4,HBD,Activation,15286431
ELF4,MMP9,Repression,12438253
ELF4,TP53,Repression,20805247
ELK1,EIF2AK1,Activation,19133234
ELK1,EZH2,Activation,22222375
ELK1,FOSL1,Activation,15806162
ELK1,MECOM,Activation,22689058
ELK1,MUC4,Activation,19757157
ELK1,PSEN1,Activation,12750007
ELK1,TNFRSF10B,Activation,21044953
EZH2,ADAMTS1,Repression,22514714
EZH2,ADRB2,Repression,17996646
EZH2,ALDH1A1,Repression,22144423
EZH2,APC,Repression,22907428
EZH2,AXL,Activation,23077658
EZH2,CCND1,Activation,20132185;21697275
EZH2,CCNE1,Activation,20132185
EZH2,CDH1,Repression,21685935
EZH2,CDKN1A,Repression,21629038
EZH2,CDKN2A,Repression,23289480
EZH2,CDKN2B,Repression,21697275
EZH2,CIITA,Repression,17911618;21266852
EZH2,DACT3,Repression,22144423
EZH2,FBXO32,Repression,21546904
EZH2,FOXC1,Repression,21465172
EZH2,HDAC1,Repression,20132185
EZH2,HOXB13,Repression,22808286
EZH2,KPNB1,Activation,24132643
EZH2,MMP2,Activation,21629038
EZH2,MST1,Repression,24499724
EZH2,MYC,Repression,23079660
EZH2,PCNA,Activation,21629038
EZH2,PEBP1,Repression,22505648
EZH2,PIP5K1C,Repression,21216957
EZH2,RPLP0,Activation,17676662
EZH2,RUNX3,Repression,18430739;20631058;22222375
EZH2,SATB1,Repression,21232178
EZH2,SNAI2,Repression,23836662
EZH2,SSTR1,Repression,22144423
EZH2,TP53,Repression,20132185
EZH2,TWIST1,Repression,23836662
FOSL1,ITGAV,Repression,23319049
FOSL1,ITGB3,Repression,23319049
ELK4,FOS,Activation,9734357
EN1,UTRN,Repression,21672318
ENO1,MYC,Repression,10681589;9119380
NR1H4,ABCB4,Activation,14527955
NR1H4,ABCC4,Repression,22291955
NR1H4,CYP7A1,Repression,17135343
NR1H4,DCN,Activation,18514055
NR1H4,EDN1,Repression,16357303
NR1H4,FABP6,Activation,10514450
NR1H4,INS,Activation,20060466
NR1H4,KRT13,Activation,21619550
NR1H4,NFKB1,Activation,21364590
NR1H4,NR1I2,Activation,21476904
NR1H4,RELA,Activation,21364590
NR1H4,SCARB1,Activation,20956002
NR1H4,STK11,Activation,22265968
NR1H4,UGT2B4,Repression,12806625
NR1H4,VEGFA,Activation,21364590
WT1,AMH,Activation,11097782
WT1,AR,Repression,11299720
WT1,CAMP,Repression,12213901
WT1,CCNE1,Repression,11919196
WT1,CD14,Activation,9484784
WT1,ADGRE5,Activation,22313360
WT1,CDC73,Repression,24257751
WT1,CDH1,Repression,23298185;23945386
WT1,CIAO1,Repression,9556563
WT1,CKM,Activation,8389468
WT1,CXXC5,Activation,20220130
WT1,CYP19A1,Repression,12213901
WT1,DNMT3A,Activation,23042785
WT1,EGFR,Repression,9291179
WT1,ETS1,Activation,18212735;20842112
WT1,HBEGF,Activation,22641673
WT1,IGF1,Repression,9076342
WT1,IGF1R,Repression,10499530;12444079
WT1,IGF2,Repression,1323141;7535092;8634146
WT1,IRF8,Repression,20237505
WT1,ITGAX,Activation,9484784
WT1,JUN,Activation,20842112
WT1,MYB,Repression,7559553
WT1,MYC,Repression,17634147
WT1,MYCN,Repression,10470095
WT1,NDRG2,Activation,17688410
WT1,ODC1,Activation,8604351
WT1,PAX2,Repression,9738017;9916932
WT1,PDGFA,Repression,1429549;7535092
WT1,PODXL,Activation,15155752
WT1,SMAD3,Activation,20842112
WT1,SRY,Activation,11278460
WT1,STIM1,Repression,20123987
WT1,TBXA2R,Repression,19067769
WT1,TERT,Repression,18754863;20842112
WT1,THBS1,Repression,15618543
WT1,UBE2I,Repression,8798754
WT1,VDR,Activation,23362234
WT1,VEGFA,Activation,20871039
EPAS1,CA9,Activation,12171890
EPAS1,CCR7,Activation,19305150
EPAS1,COL10A1,Activation,20495570
EPAS1,FLT1,Activation,15192019;19616846
EPAS1,MMP14,Activation,15592504
EPAS1,MSC,Activation,21081659
EPAS1,SERPINE1,Activation,15039136
EPAS1,VEGFA,Activation,11301389;11751212;16900513;19080330
MSC,CDC25A,Repression,15213307
MSC,CDC6,Repression,15213307
MSC,CTLA4,Activation,19561533
MSC,FOXP3,Activation,19561533
MSC,IFNG,Activation,19561533
MSC,IL10,Activation,19561533
MSC,IL2RA,Activation,19561533
MSC,LTA,Repression,15052269
MSC,MCM7,Repression,15213307
MSC,MMP2,Activation,18279606
ERCC2,BAX,Activation,22387547
ERCC2,BCL2,Repression,22387547
ERCC2,CDKN1A,Activation,22387547
ERCC2,LAMTOR5,Repression,22387547
ERCC2,TP53,Activation,22387547
ERF,ETS2,Repression,7588608
ERF,PRL,Repression,9822660
ERF,UTRN,Repression,17507653
ETS2,ANGPT2,Activation,15003510
ETS2,ANPEP,Activation,14507917
ETS2,CGA,Activation,15637148
ETS2,CHRNE,Activation,9677435
ETS2,CSF2,Activation,12646185
ETS2,CSF3R,Activation,7964503
ETS2,CXCL8,Activation,12438253
ETS2,ERG,Activation,7731694
ETS2,FLI1,Activation,19829305
ETS2,ICAM1,Activation,9572487
ETS2,IL5,Activation,10212281;19487701
ETS2,LCK,Activation,7970721
ETS2,MDM2,Activation,12750288
ETS2,MMP9,Activation,12438253
ETS2,MSR1,Activation,8114743
ERG,ADAMTS1,Activation,19396168
ERG,CXCL8,Repression,19359602;22235125
ERG,CXCR4,Activation,19396168;23918819
ERG,ENG,Activation,22235125
ERG,EPB41L3,Repression,20860828
ERG,EPB41L4B,Activation,20860828
ERG,ERG,Activation,21536859
ERG,FGF2,Repression,12137767
ERG,ICAM1,Repression,22235125
ERG,ILK,Repression,23027626
ERG,PIM1,Activation,22140532
ERG,SPP1,Activation,21669963
ERG,TDRD1,Repression,23555854
ERG,VIM,Activation,8895512
ERG,VWF,Activation,22235125
ERG,WNT11,Activation,21242973
FOXP1,KLK3,Repression,18640093
JUNB,CD82,Activation,15580298
JUNB,EGFR,Activation,10803405
JUNB,IL4,Activation,21799768
JUNB,LOR,Repression,12200429
JUNB,PTGS2,Activation,9620167
NRF1,CAPNS1,Activation,18234454
NRF1,CXCR4,Activation,10381170;20068066
NRF1,FMR1,Activation,11058604;16500891
NRF1,FXR2,Activation,16886907
NRF1,IDE,Activation,22870279
NRF1,PRDX3,Activation,21051700
NRF1,PRDX5,Activation,21051700
NRF1,SLC46A1,Activation,20724482
NRF1,SPAST,Activation,22574173
PGR,BCL2,Activation,17785366
PGR,CYP19A1,Repression,18483177
PGR,DUSP1,Activation,22020934
PGR,E2F1,Activation,20123965
PGR,ERBB2,Repression,18483177
PGR,ESR1,Activation,16982776
PGR,FOXP3,Repression,18685848
PGR,HLTF,Activation,12890680
PGR,IL10,Repression,18685848
PGR,KLK4,Activation,19147544
PGR,PTGS2,Repression,18483177
PGR,RELA,Repression,8626413
PTMA,IDO1,Activation,21176371;21575365
PTMA,IDO2,Activation,21176371;21575365
PTMA,TLR9,Repression,21176371;21575365
ZEB1,BCL6,Repression,20175752
ZEB1,CDH1,Repression,12161443;15311212;23743934
ZEB1,CXADR,Repression,10487759
ZEB1,EPCAM,Repression,23667256
ZEB1,GRHL2,Repression,23814079
ZEB1,MUC1,Repression,12161443
ZEB1,PKP3,Repression,17391671
ZEB1,POU5F1,Activation,23049906
ZEB1,SPRR1B,Activation,20042643
ZFHX3,AFP,Repression,14654895;15750593
ZFHX3,CDKN1A,Activation,14978340;15750593;20599712
ZFHX3,MUC5AC,Repression,17330845
ZFHX3,MYB,Repression,15750593
ESR2,BRCA2,Repression,18765668
ESR2,CDKN1A,Activation,11517191
ESR2,CRH,Repression,12161509
ESR2,INSR,Repression,22099628
ESR2,SERPINE1,Repression,15217907
ESR2,TFF1,Activation,11517191
ESR2,TGFA,Activation,11517191
ESRRA,CYP19A1,Activation,15955695;20351196;23340254
ESRRA,NR2F1,Repression,15955695
ESRRA,NR2F6,Repression,15955695
ESRRA,NRIP1,Activation,16923809
ESRRA,SNAI1,Repression,15955695
ESRRA,SNAI2,Repression,15955695
ESRRG,NR0B1,Activation,16314306
NR0B1,AMH,Repression,11990799
NR0B1,CAMP,Repression,12213901
NR0B1,CYP17A1,Repression,11592817
NR0B1,CYP19A1,Repression,12213901;22427816
NR0B1,ESRRG,Repression,16314306
NR0B1,NOS1,Activation,19726747
NR0B1,NR1H4,Repression,21856289
NR0B1,NR5A1,Repression,11990799
NR0B1,PBX1,Activation,18984668
