source,target,Edge Type,Unknown
NR4A1,HSD3B2,Activation,15666793
NR4A1,MDM2,Repression,17139261
NR4A1,MMP2,Activation,22551568
NR4A1,RNF7,Repression,22159226
NR4A1,TIMP2,Activation,22551568
NR4A1,TNF,Repression,19213954
RORA,NPSR1,Repression,23565190
RORA,NR1D1,Activation,22024429
XPC,CASP2,Repression,22174370
XPC,KIN,Activation,12525703
XPC,RNF111,Repression,23751493
ZNF217,CDH1,Repression,17130829
HIPK2,CDKN1A,Activation,15897882
HIPK2,HIF1A,Repression,19046997
HIPK2,MEF2C,Repression,23620283
HIPK2,NOX1,Repression,20171273
HIPK2,VEGFA,Repression,18644116;19046997
HIPK2,VIM,Repression,22236966
HLF,DBP,Activation,9571207
HLF,RUNX1,Repression,11486032
RUNX1,BAALC,Activation,22493267
RUNX1,CCL3,Activation,12771199
RUNX1,CD34,Activation,21873977
RUNX1,GP1BA,Activation,17725493
RUNX1,IL2,Activation,17466384
RUNX1,IL3,Repression,15735013
RUNX1,ITGA2B,Activation,12576332;17725493;18316480
RUNX1,JUN,Activation,20959602
RUNX1,LGALS3,Activation,19020999
RUNX1,MAD2L1,Repression,20190817
RUNX1,MECOM,Activation,22689058
RUNX1,MYH10,Repression,22395608
RUNX1,NCAM1,Activation,16892559
RUNX1,NF1,Repression,15988004
RUNX1,PF4,Repression,17150917
RUNX1,SPI1,Activation,12576332;18316480
RUNX1,SYMPK,Repression,19328795
RUNX1,VEGFA,Repression,21447743
HLTF,OCA2,Activation,22234890
POU1F1,GH1,Activation,16061841;7529501
POU1F1,GH2,Activation,7608249
POU1F1,GHR,Activation,7529501
POU1F1,POU1F1,Activation,22199144
POU1F1,PRL,Activation,16879162;7529501
POU1F1,TSHB,Activation,7529501
POU1F1,VDR,Activation,17456792
HMGB2,GFI1B,Activation,19965638
HMGB2,TNF,Activation,18218727
HNF1A,ACAT2,Activation,16274362
HNF1A,CDH17,Activation,20568120
HNF1A,IGFBP1,Activation,7684229
HNF1A,LCT,Activation,9582375
HNF1A,MTTP,Activation,22357705
HNF1A,SLC22A10,Activation,20829431
HNF1A,SLC22A9,Activation,20829431
HNF1A,TM4SF1,Repression,18697801
HNF1A,UGT1A1,Activation,18172616
HNF1A,UGT1A10,Activation,15044625
HNF1A,UGT1A8,Activation,15044625
HNF1A,UGT1A9,Activation,15044625
HNF1A,UGT2B17,Activation,11191885
HNF1A,UGT2B7,Activation,10779377
HNF4G,AFP,Activation,9792724
HNF4G,CYP2D6,Activation,11752221
HOPX,FLG,Activation,21256618
HOPX,FOS,Repression,19173292
HOPX,LOR,Activation,21256618
HOXA1,BCL2,Activation,12482855;15665309
HOXA1,CCND1,Activation,15665309
HOXA1,MYC,Activation,15665309
KLF9,PDCD5,Activation,24173774
KLF9,PMAIP1,Repression,22144178
HOXA11,HOXA10,Repression,17688409
HOXA5,ARHGEF1,Activation,17379095
HOXA5,PGR,Activation,10875927
HOXA5,PTN,Activation,15757903
HOXA7,CDH1,Activation,11742062
HOXA7,IVL,Activation,11435435
HOXA7,KRT10,Activation,11435435
HOXA7,VIM,Activation,11742062
HOXB1,TCF4,Repression,15126340
HOXB7,CCND1,Activation,21474578
HOXB7,CDKN1B,Repression,21474578
HOXB7,DAPK1,Repression,17540169
HOXB7,EGFR,Activation,21690342
HOXB7,FGF2,Activation,21183939;8756643
HOXB7,MMP2,Activation,21183939
HOXB7,PDGFA,Activation,21183939
HOXB7,THBS2,Repression,21183939
HOXB7,VEGFA,Activation,21183939
HOXB7,WNT5A,Activation,21183939
HOXC13,DSG4,Repression,19683850
HOXC13,SPI1,Repression,18076876
HOXC6,IGFBP3,Repression,15637592
HOXC6,MME,Repression,15637592
HSF1,ATG7,Activation,23386620
HSF1,BAG3,Repression,19006120
HSF1,CDKN1A,Repression,20622894
HSF1,GUCA2B,Repression,22129966
HSF1,HSD17B6,Repression,16278218
HSF1,HSPA4,Activation,12813038;23349863;8114740;8455624
HSF1,IL1B,Repression,10328874
HSF1,LDHA,Activation,19668225
HSF1,MICA,Activation,19139882
HSF1,MICB,Activation,19139882
HSF1,NAT1,Activation,20176657
HSF1,POLK,Activation,22227292
HSF1,SERPINE1,Activation,17259369;19401454
HSF2,HSPA4,Activation,12813038;8114740
HSF2,MAP2K4,Repression,11557063
HSF2,MAPK8,Repression,11557063
HSF2,TNFSF11,Activation,15731115
HTATIP2,MMP2,Repression,19349353
HTATIP2,SPP1,Repression,18537194;19349353
HTATIP2,VEGFA,Repression,19349353
ZNF148,GAST,Activation,15613302
ZNF148,MMP3,Activation,15003528
ZNF148,SOX18,Repression,18496767
ZNF148,VIM,Repression,12771217;17663720
ID3,TCF3,Repression,24492847
TCF3,BBC3,Repression,23684607
TCF3,CDH1,Repression,20053763
TCF3,CDK6,Repression,21788410
TCF3,CDKN1A,Activation,15856770;23684607
TCF3,CR2,Activation,11739509
TCF3,EXO1,Repression,19698732
TCF3,MYC,Repression,21788410
TCF3,POU5F1,Repression,21725619
ID4,BRCA1,Repression,12032322;17016441
IFI16,ICAM1,Repression,17699163
IFI16,MYC,Repression,20052289
IFI16,WT1,Activation,18231640
IKBKB,CD44,Repression,18600306
IKBKB,MMP9,Repression,18600306
IKBKB,NOS2,Repression,17478759
IKBKB,VCAM1,Repression,18600306
ILF2,ACRV1,Activation,17942973
ILF3,ACRV1,Activation,17942973
ILF3,BIRC5,Activation,22442257
ILF3,HLA-DRA,Repression,10079079
ILF3,IL2,Activation,18097023
ILF3,PLAU,Activation,22986534
ING1,AFP,Repression,14522900
ING1,BAX,Activation,15662138;16325212
ING1,CASP3,Activation,15662138
ING1,CDKN1A,Activation,14522900;16325212
ING1,TP53,Activation,15662138;16325212
ING2,BCL2,Repression,15748897
ING2,MMP13,Activation,19437536
ING4,ANGPT1,Repression,20707719
ING4,ARL6IP5,Activation,24157826
ING4,BAX,Activation,20707719
ING4,BCL2,Repression,19895734;20707719
ING4,CASP3,Activation,19895734
ING4,CCND1,Repression,18399550
ING4,CDKN1A,Activation,15882981;20707719
ING4,CDKN1B,Activation,20707719
ING4,CXCL8,Repression,17848618;20707719
ING4,NGF,Repression,22078444
ING4,NTRK1,Repression,22078444
ING4,PTGS2,Repression,18399550
ING4,SKP2,Repression,18399550
ING4,SPP1,Repression,17848618
ING4,TP53,Activation,19895734
IRF2,CIITA,Activation,10557076;10956389
IRF2,CXCR4,Repression,21447649
IRF2,DST,Repression,15560761
IRF2,IFNB1,Activation,8021262
IRF2,IFNGR1,Repression,18281489
IRF2,TAP1,Activation,15778351
PURA,AR,Repression,18413735;19790234
PURA,FAS,Repression,10903433
PURA,PCNA,Repression,18386260
IRF5,IFNA1,Activation,17301153
IRF5,PDLIM7,Repression,16140744
IRF8,CD68,Repression,12676954
IRF8,CYBB,Activation,9593745
IRF8,GAS2,Repression,20679491
IRF8,IL1B,Activation,17386941
IRF8,NCF2,Activation,10570299
IRF8,NF1,Activation,15371411
IRF8,TLR3,Repression,21220691
SP100,ETS1,Repression,15247905
ISL1,MEF2C,Activation,23152444
JDP2,ATF3,Repression,22989952
JDP2,DDIT3,Repression,18396163
PPARD,ANG,Repression,17511960
PPARD,ANGPTL4,Repression,15190076
PPARD,CAT,Activation,18048767
PPARD,HSD11B2,Repression,15591138
PPARD,LPL,Activation,10634806
PPARD,PDK4,Activation,15955060
PPARD,SAT1,Activation,14506281
PPARD,SOD1,Activation,18048767
PPARD,TIMP1,Activation,17511960
PPARD,TXN,Activation,18048767
RARG,BGLAP,Activation,9113387
RARG,ICAM1,Activation,1355009
VDR,CALB1,Activation,1317496
VDR,CD14,Activation,16402404
VDR,CDH1,Activation,22213313
VDR,CDKN1B,Activation,16518840
VDR,CST5,Activation,19662683
VDR,CXCL8,Activation,9431991
VDR,CYP24A1,Repression,9687155
VDR,CYP3A4,Activation,12147248;19712670
VDR,CYP7A1,Repression,19106115;20371703
VDR,DKK4,Repression,18408752
VDR,EGFR,Repression,16087726
VDR,HOXA10,Activation,15905361
VDR,IGFBP3,Repression,23770368
VDR,IL10,Repression,20691220
VDR,IL12B,Repression,21310195
VDR,IL2,Repression,7565732
VDR,IL6,Repression,11050002
VDR,NCOR1,Activation,23098689
VDR,PTH,Repression,17095575;7489414
VDR,SKP2,Repression,16883603
VDR,TNFRSF21,Activation,12520529
VDR,TPT1,Activation,19815065
JUND,BCL6,Repression,18071306
JUND,CCND1,Activation,20220142
JUND,CCR4,Activation,22493372
JUND,FOSL1,Activation,13679379
JUND,GADD45A,Activation,17084916
JUND,GAST,Activation,21852362
JUND,IL6,Activation,11337499
JUND,ITGAV,Repression,23319049
JUND,ITGB3,Repression,23319049
JUND,MDM2,Repression,18071306
JUND,MYB,Repression,18071306
JUND,NOS2,Activation,12788789
JUND,PTGS2,Activation,9620167
JUND,SOX4,Activation,23482931
SOX4,HDAC8,Activation,23482931
SOX4,NCAM1,Activation,20049565
KAT2B,CDK2,Repression,19525977
KAT2B,CDKN1A,Activation,19525977
KAT2B,CDKN1B,Activation,19525977
KAT2B,IRF7,Repression,12374802
KAT2B,RB1,Activation,19525977
KAT2B,SMAD4,Activation,19525977
KAT2B,ZEB1,Repression,22384255
SMAD4,APOC3,Activation,10995777
SMAD4,BAMBI,Activation,15240101
SMAD4,BTRC,Repression,14988407
SMAD4,CDKN1A,Activation,10878024
SMAD4,DACH1,Repression,14525983
SMAD4,RUNX1T1,Activation,21540640
SMAD4,SERPINE1,Activation,9765209
SMAD4,TNC,Activation,15001984
KAT6A,HOXA9,Activation,22713874;23994619
KCNIP3,GCM1,Repression,23300953
KCNIP3,SLC8A3,Repression,16306395
KDM4B,AR,Activation,23435229
KDM4C,JAG1,Activation,23698634
KHDRBS1,IGF2,Activation,12849008
KHDRBS1,LEP,Activation,21672929
KLF10,CDKN1A,Activation,12173049
KLF10,EGFR,Repression,22025675
KLF10,FGFR1,Repression,23569208
KLF10,ITGAD,Activation,15087465
KLF10,PTGS1,Activation,23178857
KLF10,SERPINE1,Activation,12173049
KLF10,STMN1,Repression,18930345
KLF11,INS,Activation,18593768
KLF12,PRL,Repression,23458459
KLF12,TFAP2A,Repression,10704285;11373277
KLF13,LDLR,Repression,16303770
KLF14,TGFBR2,Repression,19088080
KLF15,LRP5,Activation,20141633
KLF15,RBP3,Repression,15277472;15963234
KLF15,RHO,Repression,15277472
KLF16,CDKN1A,Repression,16172401
KLF2,CCR5,Activation,22988032
KLF2,CDKN1A,Activation,15361832
KLF2,CXCR4,Repression,19671192
KLF2,FABP5,Repression,20424164
KLF2,NOS3,Activation,22987017
KLF2,PPARG,Repression,20693579
KLF2,THBD,Activation,19661484
KLF2,WEE1,Repression,15735666
KLF3,CKM,Activation,20404088
NANOG,AFP,Repression,15983365
NANOG,CDC25A,Repression,17761754
NANOG,CDK6,Repression,17761754
NANOG,CDX2,Repression,15983365
NANOG,CGA,Repression,15983365
NANOG,FGF4,Activation,22378194
NANOG,KDR,Activation,21119109
NANOG,GATA2,Repression,15983365
NANOG,GATA4,Repression,15983365
NANOG,GATA6,Repression,15983365
NANOG,KLF2,Activation,22378194
NANOG,LAMB1,Repression,15983365
NANOG,LXN,Repression,23364479
NANOG,MTF2,Activation,22378194
NANOG,POU5F1,Activation,22378194
NANOG,SOX1,Activation,22378194
NANOG,YES1,Activation,22378194
KLF5,BIRC5,Activation,16595680
KLF5,CCNB1,Activation,21951574
KLF5,CCND1,Activation,19189969
KLF5,CXCR4,Activation,19460858
KLF5,FASN,Activation,18774944
KLF5,FGFBP1,Activation,20484041;22632819
KLF5,HIF1A,Activation,23880760
KLF5,ITGB2,Activation,22632819
KLF5,MMP9,Activation,18617520
KLF5,NOTCH1,Activation,21868761
KLF6,ATF3,Activation,18755691
KLF6,CCND1,Repression,18822210
KLF6,CDKN1A,Activation,12740910;18822210;23085750
KLF6,CERS2,Activation,22169644
KLF6,CGB5,Activation,21799854
KLF6,DAPK2,Activation,18521079
KLF6,LAMA1,Activation,17141338
KLF6,MMP9,Repression,17071613;22211962
KLF6,NOS2,Activation,12590140
KLF6,PMAIP1,Activation,22718761
KLF6,PSG3,Activation,21799854
KLF6,PSG5,Activation,21799854;23418492
KLF6,PTTG1,Repression,20116377;23977008
PTTG1,CCNB1,Activation,22475756
PTTG1,CDC42,Activation,22081074
PTTG1,CDK1,Activation,22475756
PTTG1,DOCK1,Activation,22081074
PTTG1,ID3,Activation,16926250
PTTG1,KDR,Activation,16926250
PTTG1,LGALS1,Activation,19351864
PTTG1,MYC,Activation,22475756
PTTG1,PTTG1IP,Activation,15886233
PTTG1,RAC1,Activation,22081074
PTTG1,RHOA,Activation,22081074
PTTG1,S100A4,Activation,19351864
PTTG1,TIMP2,Repression,19351864
PTTG1,VEGFA,Activation,12213878;16926250
KLF8,CDH1,Activation,20728449
KLF8,CDH2,Repression,20728449
KLF8,EPSTI1,Activation,24096480
KLF8,FN1,Repression,20728449
KLF8,MMP14,Activation,23812425
KLF8,MMP9,Activation,21151179
KLF8,VIM,Repression,20728449
L3MBTL1,RUNX1,Repression,18474616
LDB1,TCF3,Repression,10767331
LHX2,POU1F1,Activation,22535646
LHX2,PRL,Activation,22535646
LHX2,TSHB,Activation,22535646
LHX3,FSHB,Activation,23766128
LHX4,POU1F1,Activation,15998782
LIMD1,HIF1A,Repression,22286099
LMO2,CDH1,Repression,17167821
LMO2,ERG,Activation,21536859
LMO2,FGF2,Activation,20955387
LMO2,GYPA,Repression,18844071
LMO2,LEF1,Repression,22517897
LMO2,NFATC1,Activation,22517897
LMO2,ZEB1,Repression,20731704
NFATC1,CD3G,Repression,15879122
NFATC1,CYP2E1,Activation,20723539
NFATC1,ICAM1,Activation,19351910
NFATC1,SP1,Repression,21603612
LMO3,ASCL1,Repression,21573214
LMO3,HES1,Repression,21573214
LMO4,BMP7,Repression,17452977
LMO4,BRCA1,Repression,11751867;12925972
LMO4,DLG4,Repression,18424056
LMX1B,COL4A4,Activation,11175791
LMX1B,NLRP2,Activation,10767331
LMX1B,TCF3,Activation,10767331
LRRFIP1,EGFR,Repression,14522076
LRRFIP1,TNF,Repression,16199883
MAF,IL4,Activation,11956291
MAF,ITGB7,Activation,17490615
MAF,MMP13,Activation,20067416
MAML1,EGR1,Activation,23029358
MAML1,HEY1,Repression,18503747
MAML1,TNFRSF12A,Repression,18503747
MAX,ODC1,Activation,8262968
MAZ,HRAS,Activation,21931711
MAZ,MMP1,Activation,19028685
MAZ,MMP14,Activation,15528467
MAZ,TSG101,Activation,21556761
TSG101,EGFR,Repression,19154774
TSG101,REG4,Repression,18643869
MBD1,ALOX5,Repression,19781662
MBD1,IRF8,Repression,19074829
MBD1,MGMT,Repression,15657354
MBD1,SETDB1,Repression,17066076
MECP2,CCND1,Repression,15870696
MECP2,ESR1,Repression,15870696
MECP2,GAD1,Repression,19029285
MECP2,IGFBP3,Repression,17278996
MECP2,RELN,Repression,19029285
MECP2,TFF1,Repression,15870696
MED1,AURKA,Activation,16574658
MED1,SULT2A1,Activation,19497978
MED23,KISS1,Activation,12543799
MEN1,CASP8,Activation,17766243
MEN1,CDKN1B,Activation,10523037
MEN1,CDKN2C,Repression,10523037
MEN1,GAST,Repression,21852362
MEN1,JUND,Repression,22327296
MEN1,TERT,Repression,18754863
MKL1,COL1A1,Activation,22049076
MKL1,TAGLN,Activation,14970199
MLLT10,BAX,Repression,15851483
MLLT10,CDKN1A,Repression,15851483
MLLT10,MDM2,Repression,15851483
MLLT3,BAX,Repression,15851483
MLLT3,CDKN1A,Repression,15851483
MLLT3,MDM2,Repression,15851483
MLLT3,SCNN1A,Activation,18528488
MLXIPL,TXNIP,Activation,23803610
NOTCH3,APOD,Repression,21705670
NOTCH3,HES1,Repression,22117196
MSX2,BCL2,Repression,21730974
MSX2,BGLAP,Repression,10569470
MSX2,CDH2,Repression,21730974
MSX2,NKX3-1,Activation,22848398
MSX2,SOD1,Activation,22824755
MTA1,ARNTL,Activation,24089055
MTA1,BCAS3,Activation,16617102
MTA1,BCL2L1,Activation,11948399
MTA1,CDH1,Repression,18719363;24424621
MTA1,CDKN2A,Activation,21555589
MTA1,EGFR,Activation,11948399
MTA1,EPHA2,Repression,22184117
MTA1,ESR1,Repression,24413532
MTA1,MTA3,Repression,18719363
MTA1,NOS2,Activation,20022949
MTA1,PTEN,Repression,22700976
MTA1,RNF144A,Repression,22184113
MTA1,SMAD7,Repression,22841502
MTA1,SNAI1,Activation,18719363
MTA1,SNAI2,Activation,18719363
MTA1,SUMO2,Activation,21965678
MTA3,CGB5,Repression,23510993
MTA3,SNAI1,Repression,23510993
MTA2,CDH1,Repression,20714342
MTA2,FSHR,Repression,23086931
MTF1,GCLC,Activation,15378601
MTF1,MCAT,Activation,15378601
MTF1,PRNP,Activation,18990686
MTF1,SOD1,Activation,15378601
MXD1,PTEN,Repression,17998413
MXD1,TERT,Repression,21411498
MZF1,PADI1,Activation,17851584
MZF1,BLMH,Activation,21190945
MZF1,MMP2,Repression,22846578
MZF1,TERT,Repression,10871406
MXI1,MYC,Repression,8838813
SRSF1,NFKB1,Repression,19183244
TFAP4,CDKN1A,Activation,19270520
TFAP4,MDM2,Repression,19505873
TFAP4,PPP2R2B,Repression,20533062
TFAP4,SALL2,Activation,21228219
MYOD1,HBEGF,Activation,22641673
MYOG,MYEF2,Activation,1656214
NCOA1,CDKN1A,Activation,15286705
NCOA1,EPO,Activation,20368990
NCOA2,AR,Repression,17079484
NCOA3,BCL2,Activation,22213475
NCOA3,EPO,Activation,20368990
NCOA3,MMP10,Activation,18162290
NCOA3,MMP7,Activation,18162290
NCOA4,AR,Activation,16110473
NCOA4,KLK3,Activation,18649734
NCOA6,FOS,Activation,19329434
NCOA6,HSF1,Activation,14960326
NCOR1,AR,Activation,21720703
NCOR1,ESR1,Repression,20101232
NCOR1,G0S2,Repression,23098689
NCOR1,IGFBP3,Repression,23098689
NCOR1,PPARG,Repression,20462215
NCOR1,SNAI2,Repression,18588516
NCOR2,AR,Activation,21720703
NEAT1,CXCL8,Repression,24507715
NELFB,TFF1,Repression,16452188
NELFCD,CCND1,Repression,20735431
NELFCD,CDKN1A,Activation,20735431
NELFCD,CTNNB1,Repression,20735431
NFAT5,CCL2,Repression,22619484
NFATC2,CD3G,Repression,15879122;16219537
NFATC2,FOXP3,Activation,16517728
NFATC2,MDM2,Activation,22787160
NFATC3,CTSD,Activation,16219765
NFATC3,TFF1,Activation,16219765
NFE2L1,NQO1,Activation,11013233
NFE2L2,BRCA1,Activation,23353771
NFE2L2,CAT,Activation,22493435
NFE2L2,CFTR,Repression,20309604
NFE2L2,CXCL8,Activation,21925595
NFE2L2,GCLC,Repression,22459801
NFE2L2,GSTA1,Repression,22459801
NFE2L2,HMOX1,Repression,22459801
NFE2L2,KRT16,Activation,18629308
NFE2L2,MTHFR,Activation,16551619
NFE2L2,NQO1,Repression,22459801
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFE2L2,UGT2B7,Activation,18622263
NFIA,CDKN1A,Repression,17130157
NFIB,CDKN1A,Activation,17130157
NFIB,MBP,Activation,1699939
NFIC,FHL5,Activation,16565071
NFIC,C4BPB,Activation,8598458
NFIC,CCL2,Activation,16206198
NFIC,CYP17A1,Activation,14684846
NFIC,CYP1A1,Repression,10490621
NFIC,HMGB1,Activation,11245470
NFIC,IRS2,Activation,19755487
NFIC,ITGA5,Repression,18775869
NFIC,MATN1,Repression,7730325
NFIC,SLC34A2,Activation,15458926
NFIC,SMUG1,Activation,14642566
NFIL3,IL1B,Repression,8547328
NFIL3,TNFSF10,Repression,23630076
NFIX,CDKN1A,Repression,17130157
NFIX,CHI3L1,Activation,21953450
NFKBIA,CCL5,Repression,15228586
NFKBIA,CD40,Repression,9733827
NFKBIA,CD58,Repression,9733827
NFKBIA,EBI3,Repression,9733827
NFKBIA,FAS,Repression,9733827
NFKBIA,ICAM1,Repression,12490396;9733827;9990039
NFKBIA,IFNB1,Repression,10074115
NFKBIA,IL1B,Repression,15228586
NFKBIA,NFKB1,Repression,11278471;18606063;20173029
NFKBIA,NOS2,Repression,17478759
NFKBIA,PON2,Activation,19401157
NFKBIA,RELA,Repression,11278471;18606063;20173029
NFKBIA,S100A6,Repression,12859951
NFKBIA,TNFSF10,Repression,11544302
NFKBIA,TRAF1,Repression,9733827
TBX21,CCR4,Repression,14500650
TBX21,CHST4,Activation,22446378
TBX21,CXCR3,Activation,14500650;21540308
TBX21,IFNG,Activation,17541280;19348920;20977921;21540308
TBX21,IL13,Repression,18504404;19348920
TBX21,IL4,Repression,17541280;18504404;19348920
TBX21,PTGDR2,Repression,14500650
TNFAIP3,IRF7,Repression,20392859
TNFAIP3,JUN,Repression,19124729
TNFAIP3,NFKB1,Repression,19124729
TNFAIP3,RELA,Repression,19124729
SND1,AGTR1,Activation,18603592
NFKBIB,IFNB1,Repression,10074115
NFRKB,JUN,Activation,22291976
NFYA,CBS,Activation,12427542
NFYA,CCND2,Activation,9339900
NFYA,CDKN1B,Activation,15064717
NFYA,CYP2A6,Activation,15247629
NFYA,FXR2,Activation,16886907
NFYA,GADD45A,Activation,11525640
NFYA,HOXB4,Activation,12791656
NFYA,OGG1,Activation,14688259
NFYA,SOX18,Activation,18496767
NFYA,SP3,Activation,16024108
SP3,ABCA1,Repression,15922656
SP3,ALOX12,Activation,9164849
SP3,ALPL,Activation,11073119
SP3,BSG,Activation,11814679
SP3,CD2AP,Activation,21604172
SP3,ADGRE5,Activation,18329191
SP3,CDKN1A,Repression,12773551
SP3,CENPH,Activation,22682030
SP3,CETP,Repression,10669650
SP3,COL11A2,Activation,16734381
SP3,COL2A1,Repression,18065760
SP3,CTSL,Activation,11742542
SP3,CYP27A1,Activation,11867220
SP3,DNASE2,Activation,12694199
SP3,EAPP,Repression,18588995
SP3,ERBB2,Activation,22553354
SP3,ETF1,Repression,14563555
SP3,FOXP3,Repression,20462637
SP3,HBEGF,Activation,22641673
SP3,HDAC4,Activation,16280357
SP3,HGF,Activation,9223667
SP3,HSD17B2,Activation,16807381;18270252
SP3,ID4,Repression,9516472
SP3,IGFBP3,Activation,12200149
SP3,ITGAD,Activation,10722744
SP3,KDR,Repression,16678129
SP3,KLK3,Activation,15708372
SP3,CNMD,Activation,15107420
SP3,LOR,Repression,12200429
SP3,LPL,Activation,9788252
SP3,MSH6,Activation,14585961
SP3,MUC6,Activation,15979574
SP3,MYCN,Activation,14567977
SP3,NFKB1,Activation,20538607
SP3,NOS3,Activation,14555463
SP3,NOX4,Activation,21235713
SP3,OPRM1,Activation,11675004
SP3,PADI1,Activation,17851584
SP3,RASSF1,Activation,19450668
SP3,RELA,Activation,20538607
SP3,RORA,Activation,14742449
SP3,SLC19A3,Activation,15217784
SP3,SOX18,Repression,18496767
SP3,TFF1,Activation,18543253
SP3,TFF2,Repression,23000412
SP3,UTRN,Activation,11237613
SP3,YY1,Activation,22553354
NFYB,CCND2,Activation,9339900
NFYB,CDKN1B,Activation,15064717
NFYB,FXR2,Activation,16886907
NFYB,SOX18,Activation,18496767
NFYB,TPH1,Activation,9645961
NFYC,CCND2,Activation,9339900
NFYC,CDKN1B,Activation,15064717
NFYC,FXR2,Activation,16886907
NFYC,SOX18,Activation,18496767
NHLH2,ASCL1,Repression,21573214
NHLH2,HES1,Repression,21573214
NHLH2,MAOA,Activation,22169038
NKX2-2,NPPA,Activation,14573514
NKX2-5,DACT1,Repression,19479054
NKX2-5,DACT2,Repression,19479054
NKX2-5,DACT3,Repression,19479054
NKX2-5,GATA4,Activation,19479054
NKX2-5,MEF2C,Repression,21261500
NPM1,ATF5,Repression,22528486
NPM1,CDKN1A,Activation,19221506
NPM1,MDM2,Repression,23393136
NPM1,PTPN6,Activation,16825495
NPM1,TAF1A,Activation,17069796
NR5A1,AMH,Activation,21220346
NR5A1,CITED2,Activation,18984668
NR5A1,CYP11B2,Repression,21169726
NR5A1,CYP17A1,Activation,17786540
NR5A1,CYP19A1,Repression,22427816
NR5A1,HSD3B2,Activation,19022561
NR5A1,LHB,Activation,10319325
NR5A1,MC2R,Activation,20650879
NR5A1,NOV,Repression,17566092
NR5A1,NR0B1,Activation,11990799
NR5A1,PBX1,Activation,18984668
NR5A1,SRY,Activation,11207191
NR5A1,STAR,Repression,22427816
NR5A1,STARD7,Activation,21622533
PBX1,HOXB1,Activation,17131398
PBX1,NANOG,Activation,19522013
PBX1,PF4,Activation,12609849
PBX1,VCP,Activation,17200190
NR1D1,ARNTL,Repression,21881539
NR1H2,ABCA1,Activation,16141411
NR1H2,ABCG1,Activation,16141411
NR1H2,ABCG4,Activation,16141411
NR1H3,ABCA1,Activation,11264984;16141411;18580406;19201410
NR1H3,ABCG1,Activation,16141411;18580406
NR1H3,ABCG4,Activation,16141411
NR1H3,BHLHE40,Activation,19032342
NR1I3,CYP2B6,Activation,19702527
NR1I3,UGT1A1,Activation,18172616
NR2C2,LHCGR,Activation,11682620
NR2F2,POU5F1,Repression,23136034
NR2F2,TFAP2A,Activation,20195529
SRF,CREB1,Repression,1531519
SRF,FOS,Activation,10742173;9734357
SRF,FOSL1,Activation,15806162
SRF,MMP14,Activation,12654640
SRF,MMP2,Activation,12654640
SRF,PLAU,Activation,15514113
SRF,PLG,Activation,15514113
SRF,SAMD4A,Activation,16814806
SRF,SERPINE1,Repression,15514113
SRF,SMN1,Activation,15550677
SRF,TAGLN,Activation,14970199
SRF,UBE2S,Activation,18780286
NR3C2,ATP1B1,Repression,9694812
NR3C2,CABIN1,Repression,22345406
NR3C2,CCR5,Activation,11751947
NR3C2,CCR6,Activation,11751947
NR3C2,CD40,Activation,16179010
NR3C2,EGFR,Activation,17692454
NR4A2,MMP1,Repression,17283078
NR4A3,PPARG,Repression,18855877
SRY,ETV2,Activation,22613723
SRY,SOX9,Activation,11980203;19513096;19753101;22215485;22613723
SRY,WDR5,Activation,22523547
NRL,NR2E3,Activation,18294621
NRL,RBP3,Repression,15277472
NRL,RHO,Repression,15277472
ONECUT2,MITF,Activation,11478782
ONECUT2,SYTL4,Repression,16831872
OTX1,BEST1,Activation,18849347
OTX2,AURKA,Activation,21047732
OTX2,BEST1,Activation,18849347
OTX2,CCNG2,Activation,21047732
OTX2,CDC25C,Activation,21047732
OTX2,IGF1,Activation,21047732
OTX2,IL6,Activation,21047732
OTX2,PAX6,Activation,22085933
OTX2,RBP3,Activation,10354480;10372988
OTX2,TYR,Activation,22259223
PA2G4,AGR2,Activation,20048076
PA2G4,E2F1,Repression,16254079
PA2G4,KLK3,Repression,16254079
PAWR,BCL2,Repression,11912153;9989812
PAWR,NOV,Activation,11502835
PAX2,TP53,Repression,8521821
PAX3,BCL2L1,Activation,10871843
PAX3,CXCR4,Activation,20068066
PAX3,MITF,Repression,19074888
PAX4,GCG,Repression,17426099
PAX4,INS,Repression,17426099
PAX5,BAX,Activation,22105368
PAX5,BCL2,Repression,22105368
PAX5,BLK,Repression,18697940
PAX5,CCND1,Repression,22105368
PAX5,CD19,Activation,15163413
PAX5,CD79A,Activation,9545244
PAX5,CDKN1A,Activation,22105368
PAX5,FHL2,Activation,21540083
PAX5,LEF1,Activation,9545244
PAX5,MET,Activation,24628993
PAX5,MMP1,Repression,22105368
PAX5,MYCN,Activation,9545244
PAX5,PRDM1,Repression,17682124;22593617
PAX5,TERT,Activation,19806612
PAX5,TIMP1,Activation,22105368
PAX5,TP53,Repression,8521821
PAX5,XBP1,Repression,8627152
PAX8,E2F1,Activation,21602887
PAX8,NCAM1,Activation,8071351
PAX8,SLC3A1,Activation,15673291
PAX8,SLC5A5,Activation,14630715;17614769
PAX8,TG,Repression,17614769
PAX8,TP53,Repression,8521821
PAX8,TSHR,Repression,17614769
PAX8,WT1,Activation,15961562;8861958
PBX2,EMX2,Activation,15494461
PBX2,PF4,Activation,12609849
