params,score
"[2.72700605e+00 1.70868731e+00 5.24413468e-02 4.39577729e+00
 5.39671061e+00 5.00112049e+02]",10817.128763657738
"[2.73552489e+00 1.69599370e+00 5.99648778e-02 4.37110066e+00
 5.36890593e+00 5.00162896e+02]",8282.098958896771
"[2.72740954e+00 1.70090662e+00 5.63002575e-02 4.34745978e+00
 5.38989929e+00 5.00137130e+02]",29930.15424373013
"[2.72244601e+00 1.69974859e+00 5.78761013e-02 4.35206409e+00
 5.36214066e+00 5.00131523e+02]",35722.16158760335
"[2.73420135e+00 1.69361234e+00 7.30060028e-02 4.29378580e+00
 5.34811151e+00 5.00161180e+02]",82.16140667226425
"[2.72044798e+00 1.69783789e+00 5.29987070e-02 4.38401405e+00
 5.38567933e+00 5.00145808e+02]",13925.09687789143
"[2.72980347e+00 1.69465042e+00 6.42758475e-02 4.31537468e+00
 5.36442648e+00 5.00151425e+02]",577.1593846240814
"[2.73803023e+00 1.73188044e+00 5.07625564e-02 4.49868697e+00
 5.44219386e+00 5.00065139e+02]",842.1175147676977
"[2.73129445e+00 1.69716997e+00 5.79480131e-02 4.36100600e+00
 5.37805906e+00 5.00160334e+02]",21610.129309678974
"[2.73496911e+00 1.71458970e+00 5.54324481e-02 4.38615983e+00
 5.38109553e+00 5.00103776e+02]",5777.131522476978
"[2.73059741e+00 1.70565410e+00 5.98393394e-02 4.34046587e+00
 5.37424611e+00 5.00125026e+02]",13925.141476122828
"[2.73004687e+00 1.70195269e+00 6.38011592e-02 4.29857585e+00
 5.37684718e+00 5.00123931e+02]",5930.109173348213
"[2.74811737e+00 1.70967126e+00 5.68589020e-02 4.38695159e+00
 5.40215775e+00 5.00142101e+02]",77285.13475312792
"[2.72833924e+00 1.69306019e+00 7.50815278e-02 4.27504161e+00
 5.34050142e+00 5.00149238e+02]",26245.187065316735
"[2.72738569e+00 1.69860089e+00 6.31342096e-02 4.32323341e+00
 5.35983523e+00 5.00139810e+02]",9802.177986068857
"[2.74061627e+00 1.71141185e+00 6.06270230e-02 4.34215174e+00
 5.38531747e+00 5.00108862e+02]",110890.1106264094
"[2.72930545e+00 1.69223861e+00 6.06621053e-02 4.35351626e+00
 5.36751052e+00 5.00171995e+02]",145.176315644975
"[2.73649104e+00 1.71805872e+00 5.18559143e-02 4.42664581e+00
 5.39840093e+00 5.00099392e+02]",126026.22403773187
"[2.73356429e+00 1.67070953e+00 9.33231842e-02 4.22331407e+00
 5.33034304e+00 5.00225499e+02]",20165.119696365262
"[2.71757201e+00 1.69425828e+00 5.83486309e-02 4.34412747e+00
 5.36280937e+00 5.00146691e+02]",17425.137191236925
"[2.72948896e+00 1.69839851e+00 6.27006297e-02 4.33103543e+00
 5.36637859e+00 5.00146292e+02]",14885.128467444662
"[2.73915794e+00 1.71329588e+00 5.21011922e-02 4.41283611e+00
 5.41518955e+00 5.00118100e+02]",65026.07533469894
"[2.73121436e+00 1.71010943e+00 5.31845916e-02 4.40747943e+00
 5.38881885e+00 5.00122586e+02]",19601.20147500065
"[2.73816179e+00 1.70813605e+00 5.93502166e-02 4.34646690e+00
 5.39037843e+00 5.00123530e+02]",7745.129511772166
"[2.72648348e+00 1.70082692e+00 5.82921405e-02 4.34941823e+00
 5.37566958e+00 5.00134749e+02]",57122.0730551119
"[2.73824804e+00 1.71065870e+00 5.60578066e-02 4.37744788e+00
 5.39714833e+00 5.00123982e+02]",15377.125339311931
"[2.72933937e+00 1.69431248e+00 6.67569093e-02 4.31820660e+00
 5.34888949e+00 5.00158327e+02]",7745.087439157469
"[2.72119403e+00 1.69567755e+00 5.95070644e-02 4.31346203e+00
 5.37663931e+00 5.00138132e+02]",2026.1346245202913
"[2.71908086e+00 1.68659190e+00 6.39059220e-02 4.31036003e+00
 5.35722276e+00 5.00171331e+02]",1765.1614200081415
"[2.72008180e+00 1.68991153e+00 6.65694011e-02 4.29375039e+00
 5.34971360e+00 5.00155910e+02]",226.1252099633395
"[2.72551751e+00 1.69237630e+00 6.89053764e-02 4.28449244e+00
 5.35661500e+00 5.00154485e+02]",70226.11519472246
"[2.72799333e+00 1.69025728e+00 6.78639422e-02 4.29092586e+00
 5.36369596e+00 5.00168996e+02]",190097.21050347088
"[2.72337044e+00 1.69329015e+00 6.23083218e-02 4.31473591e+00
 5.36475490e+00 5.00151757e+02]",3845.1250938339144
"[2.73722891e+00 1.71381161e+00 5.23690943e-02 4.41057112e+00
 5.40524414e+00 5.00109940e+02]",50.08690992194376
"[2.72533594e+00 1.68948982e+00 6.56270628e-02 4.30507359e+00
 5.35672265e+00 5.00163883e+02]",162410.16254132922
"[2.73010013e+00 1.69547218e+00 6.63110175e-02 4.30840271e+00
 5.35885885e+00 5.00150361e+02]",5930.106068130008
"[2.72532390e+00 1.70502915e+00 5.82310018e-02 4.33855096e+00
 5.37344923e+00 5.00113954e+02]",34226.09941199483
"[2.73136089e+00 1.70567181e+00 5.15945754e-02 4.42630278e+00
 5.39807585e+00 5.00136733e+02]",1765.1093801182137
"[2.72682823e+00 1.70891360e+00 5.33267663e-02 4.38458621e+00
 5.38894407e+00 5.00112184e+02]",785.1350776987902
"[2.72855407e+00 1.70274650e+00 5.69648250e-02 4.36893767e+00
 5.37129301e+00 5.00132020e+02]",4097.130021049195
"[2.72784551e+00 1.70349092e+00 5.50944401e-02 4.37618796e+00
 5.38414417e+00 5.00129698e+02]",3365.080081655041
"[2.73356534e+00 1.70835561e+00 5.26227169e-02 4.41362107e+00
 5.39578675e+00 5.00127853e+02]",26897.061747749336
"[2.73609227e+00 1.71755064e+00 5.26264006e-02 4.41157548e+00
 5.39942563e+00 5.00099120e+02]",87026.13978630785
"[2.72576695e+00 1.69005702e+00 6.06397087e-02 4.33480850e+00
 5.37099228e+00 5.00170603e+02]",170.20091392480168
"[2.72744791e+00 1.70762887e+00 5.30045850e-02 4.39059597e+00
 5.39226442e+00 5.00119845e+02]",9605.109760904397
"[2.73020066e+00 1.71136778e+00 5.35993591e-02 4.39001098e+00
 5.38944065e+00 5.00107688e+02]",87617.15286991105
"[2.72736664e+00 1.71295547e+00 5.25923831e-02 4.38580171e+00
 5.39833748e+00 5.00100716e+02]",17.121546060739593
"[2.73254253e+00 1.70799332e+00 5.32387174e-02 4.39074284e+00
 5.39847614e+00 5.00120364e+02]",2917.1611705668006
"[2.72701323e+00 1.69950660e+00 5.55845435e-02 4.36960190e+00
 5.38641691e+00 5.00143988e+02]",12770.151148346735
"[2.72161397e+00 1.69589876e+00 5.64660418e-02 4.36200368e+00
 5.37487892e+00 5.00150500e+02]",401.1078226323233
"[2.72692382e+00 1.68560941e+00 6.42800403e-02 4.31870592e+00
 5.36601085e+00 5.00180618e+02]",45797.088647856915
"[2.73572440e+00 1.70094618e+00 5.56088523e-02 4.38746560e+00
 5.38662989e+00 5.00153253e+02]",17690.1212521009
"[2.73170956e+00 1.70045058e+00 5.85073773e-02 4.35338498e+00
 5.37801803e+00 5.00146341e+02]",30977.14597931181
"[2.72097803e+00 1.69387065e+00 5.73155574e-02 4.35967347e+00
 5.36618103e+00 5.00155254e+02]",10001.083404326395
"[2.72803825e+00 1.69175532e+00 6.10250727e-02 4.33424799e+00
 5.37107135e+00 5.00168980e+02]",18226.115374483248
"[2.73205344e+00 1.70476549e+00 5.49929863e-02 4.38502182e+00
 5.38893396e+00 5.00133169e+02]",1025.1080790574563
"[2.72885996e+00 1.70388665e+00 5.54709053e-02 4.36138641e+00
 5.39104626e+00 5.00128397e+02]",401.1444525026285
"[2.73067970e+00 1.71171997e+00 5.06830813e-02 4.43387758e+00
 5.40975046e+00 5.00121319e+02]",118337.10658584905
"[2.72456297e+00 1.69953037e+00 5.87899769e-02 4.34345419e+00
 5.37107338e+00 5.00139230e+02]",10.139754408218938
"[2.73750632e+00 1.70635194e+00 5.59661383e-02 4.38468603e+00
 5.39041432e+00 5.00133857e+02]",19045.114757272924
"[2.72490247e+00 1.70391090e+00 5.47698074e-02 4.36177002e+00
 5.39218096e+00 5.00123813e+02]",19601.126568661588
"[2.72238237e+00 1.70282750e+00 5.68852694e-02 4.35130574e+00
 5.37550790e+00 5.00126133e+02]",26570.11965890851
"[2.71904934e+00 1.70620245e+00 5.12880161e-02 4.40372878e+00
 5.39445646e+00 5.00116373e+02]",442.1467763517356
"[2.72438807e+00 1.70130765e+00 5.51084721e-02 4.37649771e+00
 5.38053996e+00 5.00141316e+02]",1850.1145213283135
"[2.72453670e+00 1.70552556e+00 5.44758731e-02 4.37135694e+00
 5.38633639e+00 5.00119943e+02]",65.13318211541024
"[2.72397525e+00 1.70597550e+00 5.30915824e-02 4.37458560e+00
 5.39549703e+00 5.00116496e+02]",110890.07959425332
"[2.72654860e+00 1.69936965e+00 5.84126728e-02 4.35485289e+00
 5.37228244e+00 5.00143415e+02]",18497.1311916629
"[2.72953373e+00 1.70842170e+00 5.39400499e-02 4.38985680e+00
 5.38811015e+00 5.00122548e+02]",14401.122481172275
"[2.73089260e+00 1.70079412e+00 5.73508756e-02 4.36264201e+00
 5.38397384e+00 5.00144695e+02]",77285.16285560791
"[2.71909832e+00 1.69219897e+00 6.14144725e-02 4.31205217e+00
 5.36508917e+00 5.00153087e+02]",45370.0828424692
"[2.72366122e+00 1.69441474e+00 5.98823638e-02 4.33870199e+00
 5.36716004e+00 5.00152901e+02]",17425.19872112845
"[2.72972197e+00 1.70803045e+00 5.37474170e-02 4.38723738e+00
 5.39227068e+00 5.00120636e+02]",205210.19568704104
"[2.72390298e+00 1.69822996e+00 5.91654303e-02 4.33430898e+00
 5.37307475e+00 5.00140652e+02]",23105.14816536797
"[2.73235906e+00 1.70795018e+00 5.74432650e-02 4.35312434e+00
 5.38543600e+00 5.00115729e+02]",3722.1619530362086
"[2.72371147e+00 1.69733034e+00 5.88725563e-02 4.33258955e+00
 5.37498461e+00 5.00141731e+02]",401.1271621775339
"[2.72944287e+00 1.70302215e+00 5.67427015e-02 4.37178821e+00
 5.37715477e+00 5.00137121e+02]",11026.144211999748
"[2.72400763e+00 1.70341687e+00 5.56859013e-02 4.35022817e+00
 5.38699683e+00 5.00122340e+02]",8101.133652998265
"[2.72491828e+00 1.70854032e+00 5.39967849e-02 4.38044540e+00
 5.38438120e+00 5.00113528e+02]",5777.146926429507
"[2.72927044e+00 1.70456342e+00 5.57018806e-02 4.36863926e+00
 5.38708021e+00 5.00130002e+02]",16642.1409150558
"[2.72664879e+00 1.70805658e+00 5.36881299e-02 4.37553108e+00
 5.39261050e+00 5.00113251e+02]",4762.13416021602
"[2.72694632e+00 1.70265219e+00 5.77640653e-02 4.35380575e+00
 5.37539860e+00 5.00130107e+02]",439570.22976098995
"[2.72959412e+00 1.71485822e+00 5.06223590e-02 4.43211667e+00
 5.40930774e+00 5.00106787e+02]",145.17679339287645
"[2.72900835e+00 1.70905526e+00 5.39930330e-02 4.38091175e+00
 5.39341401e+00 5.00117658e+02]",29930.098370223055
"[2.72270199e+00 1.70559914e+00 5.54058626e-02 4.34674147e+00
 5.38510051e+00 5.00113598e+02]",2.1246483428153065
"[2.72602096e+00 1.70749781e+00 5.41102275e-02 4.37620504e+00
 5.38715158e+00 5.00117266e+02]",75626.09915929376
"[2.73032208e+00 1.70572837e+00 5.33432199e-02 4.39374233e+00
 5.39526999e+00 5.00131057e+02]",32042.080971769443
"[2.73268222e+00 1.71793631e+00 5.32211877e-02 4.38433104e+00
 5.40139215e+00 5.00089945e+02]",3250.1332351980795
"[2.72723625e+00 1.70352761e+00 5.33971338e-02 4.38889381e+00
 5.39280285e+00 5.00136304e+02]",4357.13005720164
"[2.72838617e+00 1.71064087e+00 5.15527077e-02 4.40461284e+00
 5.40519689e+00 5.00112755e+02]",20165.15581341081
"[2.73388705e+00 1.70471451e+00 5.48302910e-02 4.38152796e+00
 5.39509403e+00 5.00136199e+02]",27557.105632201117
"[2.73123003e+00 1.70590849e+00 5.35319996e-02 4.38612243e+00
 5.39828323e+00 5.00127754e+02]",18226.093703375136
"[2.72372390e+00 1.69822401e+00 5.55112106e-02 4.36413425e+00
 5.38177980e+00 5.00144715e+02]",3250.1550926347636
"[2.73439424e+00 1.71078161e+00 5.44851113e-02 4.37733387e+00
 5.39973499e+00 5.00114599e+02]",39602.07372746179
"[2.72543788e+00 1.71106771e+00 5.39651593e-02 4.36466467e+00
 5.39308219e+00 5.00101185e+02]",12322.081878905392
"[2.72321691e+00 1.70020230e+00 5.63032960e-02 4.36182761e+00
 5.37487970e+00 5.00134539e+02]",5477.080597847944
"[2.72788029e+00 1.70296582e+00 5.40592761e-02 4.37173391e+00
 5.39492976e+00 5.00133661e+02]",4357.113205873298
"[2.72141792e+00 1.70618222e+00 5.81105875e-02 4.32009137e+00
 5.37700151e+00 5.00103676e+02]",7570.164143799299
"[2.72991376e+00 1.70860361e+00 5.53265601e-02 4.36739382e+00
 5.38900787e+00 5.00114356e+02]",10405.064149643296
"[2.73028654e+00 1.71048317e+00 5.39473697e-02 4.36878127e+00
 5.39907258e+00 5.00106161e+02]",121105.08222524941
"[2.72449667e+00 1.70645216e+00 5.32450181e-02 4.37052560e+00
 5.39548307e+00 5.00116005e+02]",80657.08790983213
"[2.72312557e+00 1.70383479e+00 5.25247826e-02 4.38132763e+00
 5.39757428e+00 5.00128538e+02]",15626.140212732233
"[2.72989917e+00 1.70263357e+00 5.50166694e-02 4.37377465e+00
 5.39027607e+00 5.00138013e+02]",15626.068950169827
"[2.72301077e+00 1.70175054e+00 5.27284445e-02 4.39716846e+00
 5.38744851e+00 5.00136366e+02]",226.11905294683086
"[2.72836366e+00 1.70031367e+00 5.63586087e-02 4.37161139e+00
 5.37779945e+00 5.00146520e+02]",15377.128160664963
"[2.72465381e+00 1.69963623e+00 5.65098772e-02 4.36312494e+00
 5.37558567e+00 5.00142649e+02]",7745.129916644026
"[2.72452687e+00 1.69055594e+00 6.31653543e-02 4.32663382e+00
 5.35929605e+00 5.00164587e+02]",60026.077581911886
"[2.72360656e+00 1.69640174e+00 5.83732066e-02 4.32820328e+00
 5.37875558e+00 5.00140343e+02]",7397.093291820865
"[2.72588409e+00 1.70797922e+00 5.24132788e-02 4.38748619e+00
 5.39864647e+00 5.00115962e+02]",36482.02887218749
"[2.72280365e+00 1.70433586e+00 5.42733188e-02 4.35724737e+00
 5.39018427e+00 5.00118403e+02]",86437.12488064014
"[2.72481950e+00 1.70777800e+00 5.20072839e-02 4.40589919e+00
 5.39234682e+00 5.00120131e+02]",10.128712600123183
"[2.72488374e+00 1.70270888e+00 5.32119115e-02 4.38373026e+00
 5.39172521e+00 5.00133568e+02]",197.11784449410848
"[2.72298603e+00 1.69375639e+00 5.75477868e-02 4.34801287e+00
 5.37697813e+00 5.00154616e+02]",6401.1241221678565
"[2.71962285e+00 1.69562550e+00 5.55849557e-02 4.36331034e+00
 5.37348913e+00 5.00146644e+02]",7226.138443189686
"[2.72049113e+00 1.69833120e+00 5.41940072e-02 4.36734457e+00
 5.38340956e+00 5.00138379e+02]",8465.068548713341
"[2.72234752e+00 1.69481483e+00 5.95734953e-02 4.32420548e+00
 5.37256371e+00 5.00144384e+02]",10202.11003458994
"[2.72411573e+00 1.69500832e+00 6.02123034e-02 4.33574879e+00
 5.36541127e+00 5.00150941e+02]",2026.1373488256065
"[2.72047209e+00 1.69994291e+00 5.29013162e-02 4.38014612e+00
 5.38830122e+00 5.00135401e+02]",37637.11244314885
"[2.72325881e+00 1.69965147e+00 5.38094947e-02 4.38502348e+00
 5.38199826e+00 5.00141583e+02]",11026.15139713949
"[2.72388317e+00 1.69709570e+00 5.47986393e-02 4.38218397e+00
 5.37874397e+00 5.00152322e+02]",8465.064178310304
"[2.72696680e+00 1.70590680e+00 5.28497445e-02 4.39488933e+00
 5.39179783e+00 5.00127578e+02]",5330.108807022842
"[2.72895110e+00 1.70616583e+00 5.36984519e-02 4.38184665e+00
 5.39455335e+00 5.00126146e+02]",2026.1311190395172
"[2.72904763e+00 1.70589574e+00 5.48579103e-02 4.38913302e+00
 5.38058597e+00 5.00129958e+02]",23410.09855899194
"[2.72431431e+00 1.70137610e+00 5.39347486e-02 4.37378970e+00
 5.38771280e+00 5.00133895e+02]",145.1161428949391
"[2.72508976e+00 1.70174864e+00 5.61840270e-02 4.36218949e+00
 5.37909712e+00 5.00135175e+02]",7397.116822941414
"[2.72738926e+00 1.70617871e+00 5.21280636e-02 4.39977049e+00
 5.39848969e+00 5.00126328e+02]",130322.21857102837
"[2.72336788e+00 1.70518611e+00 5.52489408e-02 4.36086021e+00
 5.38038545e+00 5.00121037e+02]",22501.112387989655
"[2.72349985e+00 1.70216900e+00 5.40683442e-02 4.37312149e+00
 5.38657142e+00 5.00132983e+02]",16130.092566234476
"[2.72852458e+00 1.70595429e+00 5.43732786e-02 4.37244775e+00
 5.39242643e+00 5.00124487e+02]",26570.1781015237
"[2.72229649e+00 1.69757921e+00 5.46409838e-02 4.38343983e+00
 5.37536236e+00 5.00149566e+02]",91205.08888609744
"[2.73081461e+00 1.70612661e+00 5.41289046e-02 4.38209168e+00
 5.39350675e+00 5.00127228e+02]",10202.108759682164
"[2.72755357e+00 1.70004089e+00 5.56467079e-02 4.36829629e+00
 5.38231211e+00 5.00141403e+02]",38810.087071972885
"[2.72899468e+00 1.71090295e+00 5.17111869e-02 4.40805980e+00
 5.40312462e+00 5.00115642e+02]",21317.13717747481
"[2.72695565e+00 1.70840587e+00 5.30095995e-02 4.38128872e+00
 5.39593992e+00 5.00117139e+02]",25601.10663873494
"[2.72075196e+00 1.70146288e+00 5.54270027e-02 4.35022279e+00
 5.38099794e+00 5.00126320e+02]",10.089173961370886
"[2.72254683e+00 1.70600948e+00 5.25039541e-02 4.37964031e+00
 5.39680889e+00 5.00119246e+02]",13925.077345986207
"[2.72991230e+00 1.70532889e+00 5.32888265e-02 4.39113519e+00
 5.39463264e+00 5.00127493e+02]",4357.081290630864
"[2.72750811e+00 1.71223368e+00 5.17052175e-02 4.40210170e+00
 5.40007831e+00 5.00105467e+02]",14162.09315708214
"[2.72622971e+00 1.69496129e+00 5.61547518e-02 4.36399123e+00
 5.38228973e+00 5.00157078e+02]",2705.183692763636
"[2.72313145e+00 1.70469544e+00 5.29791550e-02 4.38052803e+00
 5.39071492e+00 5.00121336e+02]",5042.127247683047
"[2.72117423e+00 1.69692968e+00 5.39111853e-02 4.37605129e+00
 5.38476012e+00 5.00146797e+02]",8465.092765651154
"[2.72434037e+00 1.70208443e+00 5.64592294e-02 4.35317334e+00
 5.37957696e+00 5.00127517e+02]",126026.22383448713
"[2.72736320e+00 1.70184525e+00 5.40875407e-02 4.38187565e+00
 5.38894987e+00 5.00137883e+02]",2117.1549907502995
"[2.72424044e+00 1.70145871e+00 5.51820569e-02 4.35400856e+00
 5.38647023e+00 5.00129351e+02]",4357.140470305517
"[2.72266645e+00 1.69550798e+00 5.95582513e-02 4.32638116e+00
 5.37009133e+00 5.00142643e+02]",39205.15044138927
"[2.72688421e+00 1.70382817e+00 5.40549138e-02 4.37365442e+00
 5.39014773e+00 5.00126480e+02]",82.13747293982719
"[2.73073445e+00 1.70423886e+00 5.41438851e-02 4.37862088e+00
 5.39407155e+00 5.00130257e+02]",8650.05282999423
"[2.72767546e+00 1.69937229e+00 5.66603413e-02 4.35771106e+00
 5.38068881e+00 5.00140833e+02]",168922.18822119877
"[2.72087612e+00 1.69538573e+00 5.51023794e-02 4.35923797e+00
 5.38326307e+00 5.00148278e+02]",362.12639087547416
"[2.72188225e+00 1.70220754e+00 5.26572459e-02 4.38883133e+00
 5.38747631e+00 5.00129887e+02]",401.09714525529904
"[2.72788084e+00 1.70156782e+00 5.43746311e-02 4.37083590e+00
 5.39045951e+00 5.00134423e+02]",122.06992758237637
"[2.72811136e+00 1.70463732e+00 5.26905529e-02 4.38636049e+00
 5.40022362e+00 5.00127966e+02]",4762.08950791669
"[2.72541569e+00 1.70053843e+00 5.51184433e-02 4.35757133e+00
 5.38823311e+00 5.00133129e+02]",33490.13046242803
"[2.72728157e+00 1.69580592e+00 5.62857249e-02 4.36480595e+00
 5.38065153e+00 5.00153207e+02]",19601.080305496824
"[2.73007563e+00 1.70293103e+00 5.45210055e-02 4.37503192e+00
 5.39267439e+00 5.00133330e+02]",25922.054051075113
"[2.72643620e+00 1.70016019e+00 5.38623034e-02 4.38038144e+00
 5.38890171e+00 5.00140106e+02]",28225.07715574814
"[2.72777883e+00 1.69695150e+00 5.44563666e-02 4.37723085e+00
 5.38811354e+00 5.00151923e+02]",26897.17984053973
"[2.72721635e+00 1.69749702e+00 5.38119459e-02 4.38226579e+00
 5.39130910e+00 5.00150202e+02]",56170.09011234798
"[2.72274434e+00 1.69314343e+00 5.40769704e-02 4.37097491e+00
 5.38780354e+00 5.00154771e+02]",2402.0967746974
"[2.72075413e+00 1.70266786e+00 5.40366509e-02 4.36464403e+00
 5.38370570e+00 5.00121692e+02]",214370.20415709302
"[2.72460859e+00 1.69683004e+00 5.71886579e-02 4.34785441e+00
 5.37663003e+00 5.00142621e+02]",17425.103034488835
"[2.72495575e+00 1.70707587e+00 5.24662185e-02 4.38721108e+00
 5.39510803e+00 5.00117198e+02]",785.0740338547198
"[2.72419201e+00 1.69990036e+00 5.36453750e-02 4.38313935e+00
 5.38395227e+00 5.00139371e+02]",677.1131628676292
"[2.72829211e+00 1.71062830e+00 5.21701161e-02 4.38780446e+00
 5.40352281e+00 5.00108812e+02]",43265.109521404156
"[2.72533121e+00 1.70696267e+00 5.30466923e-02 4.38650249e+00
 5.38847420e+00 5.00116467e+02]",42026.173406233676
"[2.72879025e+00 1.70103136e+00 5.54897443e-02 4.36827138e+00
 5.38294797e+00 5.00134902e+02]",28225.142414362446
"[2.72254516e+00 1.70392873e+00 5.43438957e-02 4.36084440e+00
 5.38429833e+00 5.00119792e+02]",17.1202742730275
"[2.72612422e+00 1.70812053e+00 5.21726024e-02 4.38626229e+00
 5.39909669e+00 5.00111006e+02]",1.1641968958656335
"[2.72808170e+00 1.70569534e+00 5.30749710e-02 4.38375061e+00
 5.39504472e+00 5.00124843e+02]",4357.144001245283
"[2.72307338e+00 1.69423482e+00 5.57855206e-02 4.35902479e+00
 5.37990782e+00 5.00155302e+02]",38417.08309565577
"[2.72319273e+00 1.69761241e+00 5.60809404e-02 4.35792748e+00
 5.37662650e+00 5.00141510e+02]",1090.1362379039747
"[2.72909728e+00 1.70397508e+00 5.33075454e-02 4.39357074e+00
 5.39164471e+00 5.00132903e+02]",32401.147781636777
"[2.72123356e+00 1.69850496e+00 5.44301157e-02 4.36126123e+00
 5.37999466e+00 5.00136002e+02]",8837.116400260282
"[2.72289007e+00 1.70594045e+00 5.32728643e-02 4.36976122e+00
 5.38968146e+00 5.00115222e+02]",24337.135648636708
"[2.72519949e+00 1.69507253e+00 5.57928758e-02 4.36243625e+00
 5.37931007e+00 5.00150726e+02]",44945.1646177281
"[2.72114208e+00 1.70142495e+00 5.46860573e-02 4.35180211e+00
 5.38491536e+00 5.00122284e+02]",17162.117284099775
"[2.72401651e+00 1.70213497e+00 5.41706766e-02 4.36733456e+00
 5.38695959e+00 5.00126721e+02]",730.0989826966635
"[2.72673023e+00 1.70602137e+00 5.13844961e-02 4.41588169e+00
 5.39618661e+00 5.00126463e+02]",3026.1252414374244
"[2.72292055e+00 1.70546677e+00 5.32611319e-02 4.36852810e+00
 5.38987423e+00 5.00115086e+02]",18770.11715531964
"[2.72459125e+00 1.70562171e+00 5.23140985e-02 4.38643942e+00
 5.39682486e+00 5.00120186e+02]",6401.144213159944
"[2.72659005e+00 1.71573251e+00 5.26274243e-02 4.37095425e+00
 5.39990808e+00 5.00083823e+02]",2210.13964057393
"[2.72854953e+00 1.70868442e+00 5.24709523e-02 4.39810732e+00
 5.39458379e+00 5.00114548e+02]",901.1669521942101
"[2.72802386e+00 1.71071701e+00 5.33060725e-02 4.37384981e+00
 5.39571181e+00 5.00101251e+02]",12770.15851084296
"[2.72712277e+00 1.69984487e+00 5.51665488e-02 4.36457139e+00
 5.38841728e+00 5.00139161e+02]",3722.13175425782
"[2.72946599e+00 1.71265724e+00 5.35275752e-02 4.37169151e+00
 5.39757397e+00 5.00097110e+02]",24337.092927882764
"[2.72242652e+00 1.70530583e+00 5.39171181e-02 4.37399307e+00
 5.38248977e+00 5.00118502e+02]",12997.114117023593
"[2.73401584e+00 1.71626722e+00 5.06611399e-02 4.41877674e+00
 5.41931446e+00 5.00095189e+02]",1937.0992403521254
"[2.72051727e+00 1.69910006e+00 5.58225600e-02 4.34339380e+00
 5.37952329e+00 5.00129231e+02]",170.16631732037808
"[2.72808368e+00 1.70900380e+00 5.46066938e-02 4.35972840e+00
 5.39133044e+00 5.00105392e+02]",50626.158754265525
"[2.72815359e+00 1.70593940e+00 5.46805877e-02 4.36482368e+00
 5.38922362e+00 5.00118722e+02]",3845.157163245913
"[2.72843101e+00 1.71220103e+00 5.16337448e-02 4.39893179e+00
 5.40395925e+00 5.00101333e+02]",11450.081547620115
"[2.72630258e+00 1.70301330e+00 5.51891482e-02 4.35677090e+00
 5.38800039e+00 5.00124725e+02]",5930.167982808356
"[2.72190286e+00 1.70717414e+00 5.28335612e-02 4.36043091e+00
 5.39791331e+00 5.00104213e+02]",3845.1380845050166
"[2.72490464e+00 1.69908438e+00 5.53586744e-02 4.37175450e+00
 5.37761318e+00 5.00142196e+02]",8465.165534584226
"[2.71998032e+00 1.69855630e+00 5.33911118e-02 4.36321177e+00
 5.38924250e+00 5.00131447e+02]",842.1167965941166
"[2.72601443e+00 1.71236454e+00 5.23988004e-02 4.38226648e+00
 5.39867491e+00 5.00098921e+02]",6725.064613163143
"[2.71753700e+00 1.70050277e+00 5.37744457e-02 4.36073371e+00
 5.38375362e+00 5.00122912e+02]",22501.08736911158
"[2.72457972e+00 1.70571668e+00 5.18156552e-02 4.39773176e+00
 5.39784271e+00 5.00122249e+02]",124610.13408824493
"[2.72287552e+00 1.69902799e+00 5.54418497e-02 4.35853305e+00
 5.38008134e+00 5.00135312e+02]",15130.080379750827
"[2.72820939e+00 1.71025758e+00 5.31570408e-02 4.37009789e+00
 5.39981883e+00 5.00103366e+02]",11450.149566802611
"[2.72999810e+00 1.71819943e+00 5.02201701e-02 4.42839513e+00
 5.41725911e+00 5.00087327e+02]",14162.156050161335
"[2.72208465e+00 1.69590117e+00 5.59995324e-02 4.34440841e+00
 5.38222946e+00 5.00140080e+02]",5.165070800565614
"[2.72303695e+00 1.70420380e+00 5.31382452e-02 4.35969496e+00
 5.39615509e+00 5.00111705e+02]",18497.09657003553
"[2.71618297e+00 1.69521344e+00 5.36673273e-02 4.36314596e+00
 5.38039288e+00 5.00137548e+02]",83522.07414697077
"[2.72048823e+00 1.70597372e+00 5.19521449e-02 4.37428246e+00
 5.39930658e+00 5.00108895e+02]",7745.06369145865
"[2.71888782e+00 1.70215407e+00 5.49732479e-02 4.33518030e+00
 5.38625570e+00 5.00116365e+02]",65537.13074542854
"[2.72711695e+00 1.70178419e+00 5.60622825e-02 4.33605869e+00
 5.39259990e+00 5.00122518e+02]",57122.202568776265
"[2.72273433e+00 1.70772709e+00 5.24570314e-02 4.37786679e+00
 5.39449794e+00 5.00108809e+02]",10001.12259317075
"[2.71490748e+00 1.69679303e+00 5.37019323e-02 4.35103926e+00
 5.38340844e+00 5.00131368e+02]",1297.0938080174378
"[2.72007104e+00 1.69875637e+00 5.54053249e-02 4.34111319e+00
 5.38381685e+00 5.00128209e+02]",19322.171848365917
"[2.71634480e+00 1.69659089e+00 5.51821982e-02 4.33904852e+00
 5.38239238e+00 5.00130262e+02]",28901.098077887116
"[2.72517575e+00 1.71379738e+00 5.11297370e-02 4.38566952e+00
 5.40782639e+00 5.00088533e+02]",2305.118164247705
