params,score
"[2.71900892e+00 1.75480100e+00 1.63136565e-01 2.91215390e+00
 5.48258094e+00 4.99831778e+02]",1682.2100654268818
"[2.72468004e+00 1.79724289e+00 1.65426628e-01 2.75319785e+00
 5.51033839e+00 4.99834668e+02]",19322.134590882284
"[2.70309514e+00 1.78020777e+00 1.43672331e-01 2.83195287e+00
 5.46379602e+00 4.99803301e+02]",290.10681516507555
"[2.68581765e+00 1.75994172e+00 1.53173257e-01 2.86886167e+00
 5.45394485e+00 4.99787260e+02]",11450.188407921429
"[2.68723053e+00 1.76120087e+00 1.74610078e-01 2.83842894e+00
 5.41353964e+00 4.99790237e+02]",12997.130901907934
"[2.72213155e+00 1.80692768e+00 7.29287946e-02 2.81736295e+00
 5.58495226e+00 4.99812096e+02]",25601.065445121556
"[2.70344519e+00 1.74462269e+00 1.18782882e-01 2.88911933e+00
 5.52554177e+00 4.99830968e+02]",44945.20860682148
"[2.71227264e+00 1.78469944e+00 1.27203672e-01 2.88422265e+00
 5.50379921e+00 4.99809294e+02]",21026.168023913422
"[2.70240836e+00 1.80048694e+00 1.56548756e-01 2.83083639e+00
 5.47561487e+00 4.99778313e+02]",39602.15480774786
"[2.70756343e+00 1.76318044e+00 1.99255455e-01 2.84160258e+00
 5.42899594e+00 4.99843835e+02]",9605.163337534581
"[2.68019386e+00 1.79582849e+00 1.72891804e-01 2.81452918e+00
 5.39236093e+00 4.99776909e+02]",32762.222970018338
"[2.69892677e+00 1.77120867e+00 1.97452738e-01 2.74029384e+00
 5.37772051e+00 4.99836597e+02]",54290.24037461247
"[2.70390523e+00 1.78016231e+00 1.46253769e-01 2.80218993e+00
 5.45830835e+00 4.99812625e+02]",57122.12270338277
"[2.69244595e+00 1.76781461e+00 1.77619597e-01 2.75281910e+00
 5.44703458e+00 4.99818537e+02]",45370.22040440261
"[2.70598121e+00 1.77264394e+00 1.18657218e-01 2.89705469e+00
 5.49536267e+00 4.99814492e+02]",1682.1103611339352
"[2.71355512e+00 1.77939003e+00 2.17969896e-01 2.83161415e+00
 5.40070889e+00 4.99821131e+02]",64010.206940938275
"[2.69618326e+00 1.78601432e+00 1.72942351e-01 2.82425574e+00
 5.46808685e+00 4.99793957e+02]",3970.184777602824
"[2.70255491e+00 1.76290758e+00 1.70353986e-01 2.85288301e+00
 5.51432191e+00 4.99812390e+02]",12770.133279552092
"[2.67488154e+00 1.77914550e+00 2.91572871e-01 2.73120253e+00
 5.24192276e+00 4.99800376e+02]",1445.1687037956272
"[2.68344173e+00 1.79864469e+00 2.55941770e-01 2.74860638e+00
 5.28477816e+00 4.99818961e+02]",1522.1702394124165
"[2.68381123e+00 1.78474707e+00 2.29995381e-01 2.73631912e+00
 5.35186025e+00 4.99784089e+02]",66565.23009438894
"[2.69035579e+00 1.74297933e+00 2.03538264e-01 2.82670185e+00
 5.39305524e+00 4.99791375e+02]",226.1514271816678
"[2.66925210e+00 1.76624155e+00 2.59601093e-01 2.79185685e+00
 5.31948347e+00 4.99786742e+02]",183185.263257024
"[2.69180603e+00 1.74218338e+00 1.48109074e-01 2.92921728e+00
 5.45977288e+00 4.99817273e+02]",99226.23084592492
"[2.66045691e+00 1.78708444e+00 2.29226382e-01 2.79090285e+00
 5.33404975e+00 4.99762044e+02]",14401.200749321484
"[2.69537368e+00 1.76764960e+00 2.54117359e-01 2.77262844e+00
 5.31389549e+00 4.99823495e+02]",18226.20519304146
"[2.68154998e+00 1.77323116e+00 1.62376306e-01 2.83262679e+00
 5.45924476e+00 4.99805635e+02]",12545.177300302834
"[2.67838214e+00 1.83770997e+00 2.78917823e-01 2.64763245e+00
 5.29669607e+00 4.99763315e+02]",17957.20540950506
"[2.68179961e+00 1.80471582e+00 1.91320383e-01 2.83653506e+00
 5.36523213e+00 4.99773054e+02]",24337.234298028514
"[2.66414143e+00 1.77653842e+00 2.22102355e-01 2.73360226e+00
 5.34199582e+00 4.99773827e+02]",962.1790908115962
"[2.69315181e+00 1.74748002e+00 1.82823682e-01 2.85185186e+00
 5.41556249e+00 4.99799419e+02]",64010.23124035601
"[2.65413465e+00 1.74273146e+00 2.27187179e-01 2.81946126e+00
 5.35350426e+00 4.99780564e+02]",66050.21175437323
"[2.68074222e+00 1.73205588e+00 1.89461869e-01 2.87838621e+00
 5.36129844e+00 4.99830216e+02]",14162.196284817059
"[2.66648817e+00 1.76592628e+00 2.24426842e-01 2.76774292e+00
 5.34755084e+00 4.99784116e+02]",7570.14575581574
"[2.69140997e+00 1.78650613e+00 2.31254223e-01 2.73988238e+00
 5.31956791e+00 4.99801056e+02]",55697.21375233413
"[2.67582394e+00 1.73890392e+00 2.48918359e-01 2.83319354e+00
 5.29750053e+00 4.99811052e+02]",48842.211930138554
"[2.67155725e+00 1.71390031e+00 1.96610544e-01 2.81836565e+00
 5.39180709e+00 4.99799797e+02]",73985.22116348305
"[2.64458588e+00 1.78188431e+00 2.48383340e-01 2.82318581e+00
 5.26983169e+00 4.99754422e+02]",18497.19571432526
"[2.66185652e+00 1.77175966e+00 2.46238196e-01 2.85886979e+00
 5.30908374e+00 4.99775592e+02]",95482.19223779047
"[2.65598417e+00 1.78851633e+00 2.87831352e-01 2.72427768e+00
 5.20092646e+00 4.99758480e+02]",92417.21302930705
"[2.68002409e+00 1.77555784e+00 1.44674710e-01 2.75132256e+00
 5.47516547e+00 4.99806640e+02]",23105.174701873406
"[2.68499638e+00 1.75395683e+00 1.85605692e-01 2.75411762e+00
 5.37051308e+00 4.99826609e+02]",290.15495916915427
"[2.65593586e+00 1.76007294e+00 2.22409061e-01 2.72642610e+00
 5.28827530e+00 4.99789904e+02]",22802.210133672656
"[2.68829710e+00 1.75991665e+00 1.44569388e-01 2.86449009e+00
 5.46993196e+00 4.99791605e+02]",5042.188855856623
"[2.66797676e+00 1.72579372e+00 2.18846512e-01 2.83667038e+00
 5.34703395e+00 4.99800427e+02]",40805.21857113209
"[2.68333380e+00 1.76917143e+00 1.88714626e-01 2.75384604e+00
 5.43120148e+00 4.99794467e+02]",10405.229823153473
"[2.66577481e+00 1.76644374e+00 1.79746818e-01 2.82997154e+00
 5.39697996e+00 4.99773885e+02]",2917.1607834834927
"[2.70963260e+00 1.73030324e+00 1.58715674e-01 2.84464879e+00
 5.45345273e+00 4.99816797e+02]",85265.19912859448
"[2.64407189e+00 1.76728070e+00 1.86499479e-01 2.80882381e+00
 5.33999313e+00 4.99788793e+02]",50177.22460747102
"[2.71040751e+00 1.76176215e+00 8.30372680e-02 2.99380959e+00
 5.57736067e+00 4.99815551e+02]",31685.143168268365
"[2.67300356e+00 1.75038183e+00 2.22837148e-01 2.78887848e+00
 5.27687781e+00 4.99804648e+02]",81797.23285345804
"[2.68149517e+00 1.78422830e+00 1.98946276e-01 2.76552604e+00
 5.36645979e+00 4.99793295e+02]",577.1537693595619
"[2.69137970e+00 1.77493595e+00 2.14246698e-01 2.80402947e+00
 5.40385581e+00 4.99777763e+02]",730.1876437803581
"[2.67345674e+00 1.75269777e+00 1.62640843e-01 2.81639313e+00
 5.43408597e+00 4.99773338e+02]",6401.167551006017
"[2.68909248e+00 1.75981584e+00 1.43591899e-01 2.77586703e+00
 5.44299275e+00 4.99805735e+02]",785.1376716892939
"[2.70945559e+00 1.77808405e+00 1.67853496e-01 2.83241762e+00
 5.42224152e+00 4.99815728e+02]",11882.192405137766
"[2.69522494e+00 1.79743946e+00 2.08578270e-01 2.74997585e+00
 5.37865961e+00 4.99800278e+02]",47525.117842448475
"[2.68709439e+00 1.77733434e+00 2.34616513e-01 2.74281101e+00
 5.34149804e+00 4.99797890e+02]",730.1769428841618
"[2.66688253e+00 1.75760890e+00 2.37868214e-01 2.82151819e+00
 5.31840198e+00 4.99773944e+02]",7057.212658850465
"[2.66931088e+00 1.78134089e+00 2.77566627e-01 2.76707063e+00
 5.24622123e+00 4.99791157e+02]",145.1809585085176
"[2.69807163e+00 1.77349486e+00 1.37376096e-01 2.87546842e+00
 5.45437880e+00 4.99831256e+02]",54290.24114192876
"[2.69767093e+00 1.75724721e+00 1.45927875e-01 2.91561416e+00
 5.45532414e+00 4.99805223e+02]",485.1597798065633
"[2.66274633e+00 1.77656062e+00 1.90420338e-01 2.74830330e+00
 5.38351966e+00 4.99752297e+02]",100490.19021169588
"[2.67429028e+00 1.77672284e+00 2.40327740e-01 2.78626212e+00
 5.32241432e+00 4.99783329e+02]",42026.2293590414
"[2.68246979e+00 1.75265017e+00 2.30825976e-01 2.81615928e+00
 5.31311561e+00 4.99826282e+02]",1370.169957340097
"[2.70352887e+00 1.77699102e+00 1.60745112e-01 2.88203369e+00
 5.43932145e+00 4.99811706e+02]",100490.17918135793
"[2.66435956e+00 1.81079633e+00 3.10372369e-01 2.73305329e+00
 5.21430328e+00 4.99750056e+02]",57122.23379733056
"[2.67770799e+00 1.75472004e+00 1.87644494e-01 2.93979670e+00
 5.40387324e+00 4.99794861e+02]",3845.169570638066
"[2.68182459e+00 1.77254684e+00 2.69058689e-01 2.78846290e+00
 5.27583805e+00 4.99825702e+02]",104977.25716570368
"[2.66816083e+00 1.80164402e+00 2.98858262e-01 2.75003907e+00
 5.26055322e+00 4.99765157e+02]",106930.25084198185
"[2.68909811e+00 1.76471339e+00 2.18728286e-01 2.84636869e+00
 5.33736613e+00 4.99822224e+02]",35345.16329779068
"[2.64895026e+00 1.76613446e+00 2.71410295e-01 2.73511283e+00
 5.24325348e+00 4.99773610e+02]",14885.156441904512
"[2.68892606e+00 1.75647362e+00 1.97297918e-01 2.89532645e+00
 5.37830700e+00 4.99831425e+02]",11026.219781383192
"[2.68774113e+00 1.75266164e+00 2.12512056e-01 2.84650329e+00
 5.37058635e+00 4.99806050e+02]",485.17811020180477
"[2.66317353e+00 1.76020689e+00 2.40986492e-01 2.87715685e+00
 5.25859555e+00 4.99805257e+02]",2026.155694525201
"[2.65287511e+00 1.73617013e+00 2.65899129e-01 2.86692473e+00
 5.22323559e+00 4.99810848e+02]",10202.215206498795
"[2.68709393e+00 1.76672797e+00 2.24530607e-01 2.83234744e+00
 5.30678679e+00 4.99833293e+02]",10405.164062684618
"[2.69242903e+00 1.73997846e+00 1.70312488e-01 2.93563509e+00
 5.37726846e+00 4.99839017e+02]",31685.19187997686
"[2.68970109e+00 1.74919554e+00 1.96647708e-01 2.91285069e+00
 5.37078785e+00 4.99831607e+02]",219962.28977554728
"[2.67325168e+00 1.75429945e+00 2.21278029e-01 2.83719516e+00
 5.32432356e+00 4.99807302e+02]",380690.2955005948
"[2.67580704e+00 1.76586597e+00 2.69345484e-01 2.69292970e+00
 5.27771336e+00 4.99803404e+02]",25282.12579790199
"[2.69396696e+00 1.76292918e+00 1.68243064e-01 2.94642940e+00
 5.42861668e+00 4.99801272e+02]",8101.186509245451
"[2.68136248e+00 1.74053404e+00 2.00532919e-01 2.87985448e+00
 5.37447499e+00 4.99821685e+02]",123905.20991123191
"[2.68757791e+00 1.76201222e+00 1.91187137e-01 2.83978291e+00
 5.40014510e+00 4.99805522e+02]",257.1890706376034
"[2.67198824e+00 1.75253294e+00 2.18256665e-01 2.85274325e+00
 5.31463278e+00 4.99806281e+02]",16642.196607625036
"[2.66621032e+00 1.75698610e+00 2.21627753e-01 2.87460422e+00
 5.32956097e+00 4.99792581e+02]",59050.20578684715
"[2.68790749e+00 1.78154864e+00 1.82101137e-01 2.94657907e+00
 5.39390865e+00 4.99773473e+02]",5185.211659890073
"[2.68050590e+00 1.73893697e+00 2.36857517e-01 2.89742857e+00
 5.28933201e+00 4.99826946e+02]",113570.24478073212
"[2.67515283e+00 1.70784415e+00 2.49087077e-01 2.91950310e+00
 5.32315329e+00 4.99826515e+02]",123905.22080822679
"[2.68609029e+00 1.74623913e+00 1.89811170e-01 2.94185554e+00
 5.35141247e+00 4.99794500e+02]",101125.25427085266
"[2.67062632e+00 1.75092475e+00 2.51887364e-01 2.91126728e+00
 5.26595984e+00 4.99813242e+02]",3722.2248402353157
"[2.67665603e+00 1.74116303e+00 2.17241720e-01 2.83574512e+00
 5.33434966e+00 4.99794602e+02]",362.15657512117906
"[2.68878321e+00 1.76933237e+00 1.79039810e-01 2.90406646e+00
 5.41127590e+00 4.99799106e+02]",901.1466673615761
"[2.67465514e+00 1.74416865e+00 2.25303285e-01 2.88261386e+00
 5.32548509e+00 4.99816402e+02]",4625.205229679245
"[2.68972009e+00 1.73890194e+00 2.23259650e-01 2.92639254e+00
 5.34368131e+00 4.99844064e+02]",1601.133564491472
"[2.69002948e+00 1.75914361e+00 2.21419053e-01 2.84238264e+00
 5.32944349e+00 4.99807496e+02]",22202.164175440397
"[2.67669599e+00 1.74968922e+00 2.30990408e-01 2.87774981e+00
 5.32568804e+00 4.99808575e+02]",24337.14946669323
"[2.68768552e+00 1.76120260e+00 2.25506249e-01 2.88142742e+00
 5.33500707e+00 4.99805826e+02]",294850.2592368568
"[2.69015961e+00 1.73507182e+00 1.69988767e-01 3.01793109e+00
 5.39930571e+00 4.99819752e+02]",13925.175503114333
"[2.70912465e+00 1.74859706e+00 1.32111458e-01 2.96544607e+00
 5.49777945e+00 4.99822572e+02]",27890.179839911405
"[2.68147673e+00 1.74399760e+00 1.99215350e-01 2.91075913e+00
 5.36432450e+00 4.99800621e+02]",168101.24737698172
"[2.68010539e+00 1.74216635e+00 2.40565195e-01 2.87628285e+00
 5.33391470e+00 4.99804731e+02]",36865.20191572903
"[2.69858127e+00 1.75574256e+00 1.88682708e-01 2.83164545e+00
 5.39339026e+00 4.99825189e+02]",530.1308436497816
"[2.67067747e+00 1.73170617e+00 2.01485776e-01 2.89128753e+00
 5.35937061e+00 4.99784911e+02]",31685.22370245514
"[2.68787163e+00 1.77462143e+00 1.94088779e-01 2.90625876e+00
 5.37247028e+00 4.99800440e+02]",2305.196504860752
"[2.68841049e+00 1.75662360e+00 1.95833333e-01 2.85851297e+00
 5.39861250e+00 4.99806155e+02]",14885.201371198486
"[2.67877807e+00 1.73182225e+00 1.99034752e-01 2.93811696e+00
 5.35728266e+00 4.99801923e+02]",90602.23705402523
"[2.67214931e+00 1.74348235e+00 2.47926272e-01 2.88647265e+00
 5.29198273e+00 4.99800634e+02]",133957.24022638184
"[2.69006743e+00 1.74927760e+00 2.28951123e-01 2.89195630e+00
 5.30533879e+00 4.99815735e+02]",68645.26440752664
"[2.67793715e+00 1.74276775e+00 1.69449002e-01 2.88653297e+00
 5.36946778e+00 4.99822418e+02]",3026.2050224651407
"[2.69329234e+00 1.77266574e+00 2.01897803e-01 2.81854000e+00
 5.38034817e+00 4.99812281e+02]",1.191050419136114
"[2.68583927e+00 1.75598601e+00 1.97274171e-01 2.79118281e+00
 5.36991366e+00 4.99809017e+02]",32042.197827518907
"[2.69237516e+00 1.76265856e+00 2.15919680e-01 2.86390819e+00
 5.34950544e+00 4.99814521e+02]",62002.23453693884
"[2.68149520e+00 1.74250898e+00 2.06070869e-01 2.84390503e+00
 5.37248497e+00 4.99818504e+02]",1297.1791936870075
"[2.69757165e+00 1.74701748e+00 1.79107725e-01 2.88637623e+00
 5.42576659e+00 4.99815757e+02]",26570.175113295223
"[2.68138401e+00 1.75995238e+00 1.79331746e-01 2.85154142e+00
 5.36766560e+00 4.99812694e+02]",13457.208643709273
"[2.69745338e+00 1.76425442e+00 2.19357409e-01 2.87864457e+00
 5.36840636e+00 4.99829934e+02]",10001.165905083748
"[2.69305188e+00 1.75087124e+00 1.66890155e-01 2.96005793e+00
 5.43571413e+00 4.99815971e+02]",94865.18865732227
"[2.69892421e+00 1.75998446e+00 1.97876787e-01 2.80917196e+00
 5.40501445e+00 4.99828382e+02]",32042.19839067883
"[2.70505762e+00 1.79059179e+00 1.65675783e-01 2.83498564e+00
 5.42498087e+00 4.99816170e+02]",26897.222222423716
"[2.69237581e+00 1.76369944e+00 1.99040340e-01 2.83788638e+00
 5.36909254e+00 4.99817028e+02]",3482.1585505749294
"[2.66976523e+00 1.77512612e+00 2.37430721e-01 2.78844249e+00
 5.28889074e+00 4.99796920e+02]",101125.12018842254
"[2.68448312e+00 1.75922045e+00 1.62797617e-01 2.86680778e+00
 5.41591877e+00 4.99804383e+02]",298117.2412355275
"[2.67952308e+00 1.75208484e+00 2.03902319e-01 2.85687279e+00
 5.36844664e+00 4.99828329e+02]",18497.227446349338
"[2.68919343e+00 1.77299869e+00 1.98548683e-01 2.76791182e+00
 5.38326762e+00 4.99814539e+02]",2705.1776498775857
"[2.68858392e+00 1.75301665e+00 1.90820950e-01 2.83802979e+00
 5.36793929e+00 4.99810583e+02]",284090.26575157564
"[2.69534899e+00 1.75087230e+00 1.49023400e-01 2.88385001e+00
 5.45038116e+00 4.99817851e+02]",11026.131234487591
"[2.69763020e+00 1.77868738e+00 2.02221667e-01 2.77951434e+00
 5.38927053e+00 4.99820305e+02]",26.179009982012747
"[2.67922426e+00 1.76651339e+00 2.22239096e-01 2.77477908e+00
 5.33750181e+00 4.99802187e+02]",7570.240585802899
"[2.68622542e+00 1.78022562e+00 1.79113320e-01 2.75807015e+00
 5.40403873e+00 4.99804912e+02]",25282.218623219214
"[2.68090997e+00 1.78486633e+00 2.00362481e-01 2.78508378e+00
 5.36483365e+00 4.99792375e+02]",25282.14928874549
"[2.70230292e+00 1.78621917e+00 1.75565660e-01 2.78647062e+00
 5.41086240e+00 4.99823869e+02]",13690.192098953
"[2.69432564e+00 1.75790768e+00 2.10099505e-01 2.82338683e+00
 5.36189220e+00 4.99822706e+02]",1090.196947502625
"[2.69978853e+00 1.76571416e+00 1.62023302e-01 2.80032595e+00
 5.43283270e+00 4.99823005e+02]",64010.202713321625
"[2.70832587e+00 1.77231774e+00 1.81859756e-01 2.78622998e+00
 5.39770824e+00 4.99837504e+02]",13457.170267582982
"[2.68897021e+00 1.76452076e+00 1.83983632e-01 2.78988383e+00
 5.38807820e+00 4.99819169e+02]",8837.151393516293
"[2.69426592e+00 1.76286890e+00 1.99668380e-01 2.83352236e+00
 5.39838046e+00 4.99804221e+02]",50626.211018768285
"[2.68601064e+00 1.75589556e+00 2.53036152e-01 2.74062916e+00
 5.29005144e+00 4.99829053e+02]",122.20690372615852
"[2.68009970e+00 1.77218591e+00 2.41900981e-01 2.80855321e+00
 5.29777971e+00 4.99817459e+02]",191845.26493676408
"[2.71325892e+00 1.78082524e+00 1.96880745e-01 2.78879248e+00
 5.40759465e+00 4.99847036e+02]",1226.1699253613813
"[2.68443791e+00 1.76225498e+00 2.07928331e-01 2.83136480e+00
 5.36971663e+00 4.99800843e+02]",45797.22201849461
"[2.68187582e+00 1.78758774e+00 2.17554853e-01 2.70465956e+00
 5.34050626e+00 4.99813401e+02]",4901.175795055417
"[2.68437771e+00 1.76442593e+00 2.16249596e-01 2.78324414e+00
 5.35963871e+00 4.99809859e+02]",59537.19395414511
"[2.68336039e+00 1.76538387e+00 2.39635230e-01 2.76349001e+00
 5.30593008e+00 4.99822439e+02]",27890.227138760423
"[2.67167349e+00 1.74199843e+00 2.55972722e-01 2.79152964e+00
 5.25287258e+00 4.99822781e+02]",9605.185816096508
"[2.70032935e+00 1.78702615e+00 1.86554704e-01 2.75074332e+00
 5.44580332e+00 4.99806577e+02]",1850.1521784300955
"[2.69560047e+00 1.76870595e+00 2.10697398e-01 2.81887424e+00
 5.37153166e+00 4.99820362e+02]",155237.20435626784
"[2.69427469e+00 1.74821809e+00 2.31649893e-01 2.72458905e+00
 5.31479799e+00 4.99854526e+02]",3722.205253627676
"[2.68284888e+00 1.76745846e+00 2.55234398e-01 2.75585104e+00
 5.28690587e+00 4.99833867e+02]",901.2160976016593
"[2.70001669e+00 1.75841549e+00 2.12777726e-01 2.79268473e+00
 5.35236586e+00 4.99842342e+02]",145.12725815795906
"[2.67511507e+00 1.77225679e+00 2.46033401e-01 2.64499984e+00
 5.27814221e+00 4.99820741e+02]",60026.119575973025
"[2.69537671e+00 1.77957031e+00 2.13817121e-01 2.73943030e+00
 5.35708148e+00 4.99825861e+02]",1682.1666600711521
"[2.69786606e+00 1.79085381e+00 2.37058883e-01 2.65986747e+00
 5.33089563e+00 4.99841460e+02]",50626.21536488445
"[2.69793548e+00 1.76834329e+00 2.14935075e-01 2.79521943e+00
 5.36488544e+00 4.99821747e+02]",5330.137320061474
"[2.68312629e+00 1.74121007e+00 2.10652747e-01 2.83113222e+00
 5.33014626e+00 4.99835757e+02]",16130.231216080583
"[2.67869336e+00 1.75842872e+00 2.43056731e-01 2.77950273e+00
 5.27877595e+00 4.99821671e+02]",165650.26548214658
"[2.68133093e+00 1.75923377e+00 2.56487742e-01 2.73297209e+00
 5.29185821e+00 4.99823470e+02]",183185.24422070247
"[2.69086704e+00 1.76469204e+00 1.91776742e-01 2.83565420e+00
 5.37492835e+00 4.99820749e+02]",25922.20440553409
"[2.68564322e+00 1.78132936e+00 2.22317082e-01 2.73724191e+00
 5.34628882e+00 4.99813694e+02]",64517.18639027115
"[2.68827852e+00 1.76579995e+00 2.18790041e-01 2.74724257e+00
 5.34374300e+00 4.99826929e+02]",29242.129606930586
"[2.68432411e+00 1.76458222e+00 2.21827120e-01 2.76171045e+00
 5.35474288e+00 4.99826261e+02]",13457.132698730999
"[2.66124479e+00 1.75465290e+00 3.05416056e-01 2.70978350e+00
 5.19519309e+00 4.99822874e+02]",290522.29859183513
"[2.68101335e+00 1.76247223e+00 2.50522073e-01 2.79605802e+00
 5.28117228e+00 4.99849693e+02]",26.197647879648443
"[2.67030709e+00 1.75489118e+00 2.56594746e-01 2.84531063e+00
 5.24593284e+00 4.99833554e+02]",16130.22482081802
"[2.69293210e+00 1.75591071e+00 2.16909688e-01 2.74353133e+00
 5.34872744e+00 4.99841484e+02]",103042.24616271946
"[2.67597223e+00 1.76911059e+00 2.47762381e-01 2.73881213e+00
 5.29869282e+00 4.99824244e+02]",47962.15049625952
"[2.67588564e+00 1.75792045e+00 2.19279162e-01 2.82333778e+00
 5.31673794e+00 4.99821498e+02]",41210.171368162446
"[2.67574106e+00 1.74536465e+00 2.63732868e-01 2.76826116e+00
 5.26241205e+00 4.99847122e+02]",2117.178586902087
"[2.69536397e+00 1.77124286e+00 2.96673300e-01 2.70736967e+00
 5.22254300e+00 4.99873046e+02]",70226.25002953983
"[2.70149332e+00 1.77841944e+00 2.07454867e-01 2.75010437e+00
 5.39010657e+00 4.99818371e+02]",138385.25826816953
"[2.69006970e+00 1.75147056e+00 2.67755956e-01 2.82326489e+00
 5.25849349e+00 4.99864898e+02]",7057.203795760156
"[2.69825949e+00 1.76031852e+00 2.44031760e-01 2.74686579e+00
 5.29159063e+00 4.99873819e+02]",198026.2309227589
"[2.68120624e+00 1.75572301e+00 2.21101390e-01 2.83878791e+00
 5.31820615e+00 4.99840196e+02]",51530.22871122443
"[2.66550712e+00 1.74549655e+00 2.67658962e-01 2.77920161e+00
 5.24992335e+00 4.99845600e+02]",4490.194596578096
"[2.67779508e+00 1.77577635e+00 2.68633765e-01 2.72341508e+00
 5.25810748e+00 4.99827981e+02]",102401.26176358183
"[2.66689608e+00 1.73361747e+00 2.77150246e-01 2.82717075e+00
 5.24314214e+00 4.99855513e+02]",3722.19134849393
"[2.69586883e+00 1.77309160e+00 2.12757388e-01 2.85053814e+00
 5.36482027e+00 4.99837833e+02]",116965.23888271431
"[2.68879024e+00 1.73889919e+00 2.30868236e-01 2.86462678e+00
 5.32433337e+00 4.99833663e+02]",14642.184271194863
"[2.68198034e+00 1.74953509e+00 2.49595867e-01 2.81741525e+00
 5.28221963e+00 4.99846442e+02]",29585.212886151003
"[2.68587564e+00 1.75871463e+00 2.40946091e-01 2.80370873e+00
 5.30630950e+00 4.99806270e+02]",34597.186461837024
"[2.66994499e+00 1.71198383e+00 2.51409840e-01 2.83947556e+00
 5.25280741e+00 4.99857538e+02]",83522.24534080552
"[2.68350770e+00 1.75075780e+00 2.48328500e-01 2.79703983e+00
 5.30782616e+00 4.99867384e+02]",2305.174055611008
"[2.65862183e+00 1.70553393e+00 2.59161098e-01 2.87472371e+00
 5.27777671e+00 4.99869885e+02]",1090.1918723325605
"[2.65536820e+00 1.74127183e+00 2.78779353e-01 2.83437900e+00
 5.21553223e+00 4.99848191e+02]",125317.23271847061
"[2.65938399e+00 1.72273227e+00 2.46058452e-01 2.86379569e+00
 5.30042492e+00 4.99841686e+02]",79525.20783006761
"[2.65727715e+00 1.71323703e+00 2.95419121e-01 2.82890957e+00
 5.18613650e+00 4.99851110e+02]",123202.26072698984
"[2.69024760e+00 1.75717661e+00 2.28029860e-01 2.82221045e+00
 5.33968247e+00 4.99862579e+02]",240101.29528657795
"[2.68677687e+00 1.76557644e+00 2.20311578e-01 2.79184123e+00
 5.31701722e+00 4.99833913e+02]",114922.21572885152
"[2.68550353e+00 1.76175287e+00 2.09249317e-01 2.80712185e+00
 5.33359518e+00 4.99843825e+02]",30277.196178624818
"[2.67253424e+00 1.73477193e+00 2.29900080e-01 2.87243778e+00
 5.31669593e+00 4.99826830e+02]",481637.2770775883
"[2.66921433e+00 1.70278919e+00 2.64724833e-01 2.87596983e+00
 5.29440385e+00 4.99876218e+02]",10405.226346697758
"[2.69797419e+00 1.74080427e+00 1.87893320e-01 2.72120217e+00
 5.44277082e+00 4.99864930e+02]",23105.19223735072
"[2.63503862e+00 1.73927280e+00 2.65466977e-01 2.82007423e+00
 5.25256989e+00 4.99813052e+02]",126026.24461175733
"[2.66735643e+00 1.75430643e+00 2.89128031e-01 2.87183612e+00
 5.22390581e+00 4.99844312e+02]",27226.230353172337
"[2.67448988e+00 1.74663972e+00 2.67651178e-01 2.78166613e+00
 5.30482038e+00 4.99836618e+02]",88210.22542137036
"[2.69693180e+00 1.73423330e+00 1.85098420e-01 2.85607323e+00
 5.40171661e+00 4.99889616e+02]",116965.229546682
"[2.66366073e+00 1.73257428e+00 2.38145675e-01 2.84606701e+00
 5.33803805e+00 4.99872726e+02]",34970.14958761121
"[2.65717066e+00 1.71043758e+00 2.03086718e-01 2.90072252e+00
 5.34658501e+00 4.99860006e+02]",94250.23353531284
"[2.68798599e+00 1.76153654e+00 2.07192312e-01 2.81479907e+00
 5.36091999e+00 4.99851291e+02]",1226.1927395255123
"[2.66718002e+00 1.72582732e+00 3.11597249e-01 2.81230955e+00
 5.19478771e+00 4.99888502e+02]",35722.22666875135
"[2.67582047e+00 1.76425451e+00 2.47132609e-01 2.69451278e+00
 5.31815879e+00 4.99851656e+02]",376997.2609184362
"[2.68344331e+00 1.69090072e+00 2.37618764e-01 2.94439705e+00
 5.33104349e+00 4.99919496e+02]",142885.23977796594
"[2.66701015e+00 1.73160556e+00 2.91931962e-01 2.82476572e+00
 5.24479128e+00 4.99854104e+02]",24026.2456785891
"[2.67175225e+00 1.73737642e+00 2.25553412e-01 2.82888014e+00
 5.36759097e+00 4.99865382e+02]",2402.171573934855
"[2.67801087e+00 1.71430797e+00 3.33056226e-01 2.81566213e+00
 5.17746200e+00 4.99903453e+02]",121802.23680763876
"[2.69665699e+00 1.75345357e+00 1.66503240e-01 2.81476825e+00
 5.47687080e+00 4.99843161e+02]",46657.09332406011
"[2.68210536e+00 1.73149388e+00 2.36493843e-01 2.74150816e+00
 5.35265966e+00 4.99854024e+02]",502682.31843458593
"[2.68107543e+00 1.74426491e+00 2.65121196e-01 2.73191840e+00
 5.30861853e+00 4.99859536e+02]",785.2202912784697
"[2.64389968e+00 1.70722916e+00 3.33043054e-01 2.79249549e+00
 5.14642324e+00 4.99882118e+02]",26245.201942337146
"[2.68451441e+00 1.75334024e+00 2.83556665e-01 2.66955283e+00
 5.30848432e+00 4.99873586e+02]",577.2279019064438
"[2.67379982e+00 1.74243574e+00 3.86284659e-01 2.72371398e+00
 5.10136772e+00 4.99892747e+02]",160802.25917139708
